frame,current_sight_los.az,current_sight_los.el,filtered_sight_az,filtered_sight_el,tads_yaw_rate,tads_pitch_rate,tads_yaw_rate_bias,tads_pitch_rate_bias,filtered_tads_yaw_rate_bias,filtered_tads_pitch_rate_bias,
 423,-1.93665E-02,-1.74803E-01,-3.34492E-02,-1.77321E-01, 0.00000E+00,-0.00000E+00, 3.29383E-03,-3.58273E-05, 3.29383E-03,-3.58273E-05,
 424,-1.92706E-02,-1.74803E-01,-3.33111E-02,-1.77309E-01, 0.00000E+00,-0.00000E+00, 3.30269E-03,-3.42537E-05, 3.30269E-03,-3.42537E-05,
 425,-1.90789E-02,-1.74803E-01,-3.31725E-02,-1.77297E-01, 0.00000E+00,-0.00000E+00, 3.31159E-03,-3.26875E-05, 3.31159E-03,-3.26875E-05,
 426,-1.89830E-02,-1.74803E-01,-3.30340E-02,-1.77285E-01, 0.00000E+00,-0.00000E+00, 3.32046E-03,-3.11287E-05, 3.32046E-03,-3.11287E-05,
 427,-1.88871E-02,-1.74803E-01,-3.28955E-02,-1.77274E-01, 0.00000E+00,-0.00000E+00, 3.32930E-03,-2.95773E-05, 3.32930E-03,-2.95773E-05,
 428,-1.87913E-02,-1.74803E-01,-3.27571E-02,-1.77262E-01, 0.00000E+00,-0.00000E+00, 3.33811E-03,-2.80334E-05, 3.33811E-03,-2.80334E-05,
 429,-1.86954E-02,-1.74803E-01,-3.26186E-02,-1.77250E-01, 0.00000E+00,-0.00000E+00, 3.34690E-03,-2.64968E-05, 3.34690E-03,-2.64968E-05,
 430,-1.85036E-02,-1.74803E-01,-3.24798E-02,-1.77238E-01, 0.00000E+00,-0.00000E+00, 3.35572E-03,-2.49676E-05, 3.35572E-03,-2.49676E-05,
 431,-1.85036E-02,-1.74803E-01,-3.23414E-02,-1.77227E-01, 0.00000E+00,-0.00000E+00, 3.36446E-03,-2.34457E-05, 3.36446E-03,-2.34457E-05,
 432,-1.84078E-02,-1.74803E-01,-3.22031E-02,-1.77215E-01, 0.00000E+00,-0.00000E+00, 3.37317E-03,-2.19311E-05, 3.37317E-03,-2.19311E-05,
 433,-1.83119E-02,-1.74803E-01,-3.20648E-02,-1.77203E-01, 0.00000E+00,-0.00000E+00, 3.38185E-03,-2.04239E-05, 3.38185E-03,-2.04239E-05,
 434,-1.82160E-02,-1.74803E-01,-3.19266E-02,-1.77192E-01, 0.00000E+00,-0.00000E+00, 3.39050E-03,-1.89239E-05, 3.39050E-03,-1.89239E-05,
 435,-1.81201E-02,-1.74899E-01,-3.17884E-02,-1.77181E-01, 0.00000E+00,-0.00000E+00, 3.39913E-03,-1.74911E-05, 3.39913E-03,-1.74911E-05,
 436,-1.80243E-02,-1.74899E-01,-3.16502E-02,-1.77169E-01, 0.00000E+00,-0.00000E+00, 3.40773E-03,-1.60653E-05, 3.40773E-03,-1.60653E-05,
 437,-1.79284E-02,-1.74899E-01,-3.15121E-02,-1.77158E-01, 0.00000E+00,-0.00000E+00, 3.41631E-03,-1.46463E-05, 3.41631E-03,-1.46463E-05,
 438,-1.77366E-02,-1.74899E-01,-3.13735E-02,-1.77147E-01, 0.00000E+00,-0.00000E+00, 3.42492E-03,-1.32343E-05, 3.42492E-03,-1.32343E-05,
 439,-1.76408E-02,-1.74899E-01,-3.12349E-02,-1.77136E-01, 0.00000E+00,-0.00000E+00, 3.43350E-03,-1.18292E-05, 3.43350E-03,-1.18292E-05,
 440,-1.75449E-02,-1.74899E-01,-3.10964E-02,-1.77125E-01, 0.00000E+00,-0.00000E+00, 3.44206E-03,-1.04310E-05, 3.44206E-03,-1.04310E-05,
 441,-1.75449E-02,-1.74899E-01,-3.09585E-02,-1.77114E-01, 0.00000E+00,-0.00000E+00, 3.45053E-03,-9.03968E-06, 3.45053E-03,-9.03968E-06,
 442,-1.74490E-02,-1.74899E-01,-3.08205E-02,-1.77103E-01, 0.00000E+00,-0.00000E+00, 3.45897E-03,-7.65518E-06, 3.45897E-03,-7.65518E-06,
 443,-1.73531E-02,-1.74899E-01,-3.06826E-02,-1.77093E-01, 0.00000E+00,-0.00000E+00, 3.46739E-03,-6.27751E-06, 3.46739E-03,-6.27751E-06,
 444,-1.72573E-02,-1.74899E-01,-3.05448E-02,-1.77082E-01, 0.00000E+00,-0.00000E+00, 3.47578E-03,-4.90666E-06, 3.47578E-03,-4.90666E-06,
 445,-1.70655E-02,-1.74899E-01,-3.04065E-02,-1.77071E-01, 0.00000E+00,-0.00000E+00, 3.48420E-03,-3.54261E-06, 3.48420E-03,-3.54261E-06,
 446,-1.69697E-02,-1.74899E-01,-3.02682E-02,-1.77060E-01, 0.00000E+00,-0.00000E+00, 3.49260E-03,-2.18533E-06, 3.49260E-03,-2.18533E-06,
 447,-1.68738E-02,-1.74899E-01,-3.01300E-02,-1.77049E-01, 0.00000E+00,-0.00000E+00, 3.50097E-03,-8.34822E-07, 3.50097E-03,-8.34822E-07,
 448,-1.67779E-02,-1.74899E-01,-2.99918E-02,-1.77038E-01, 0.00000E+00,-0.00000E+00, 3.50932E-03, 5.08946E-07, 3.50932E-03, 5.08946E-07,
 449,-1.66820E-02,-1.74899E-01,-2.98537E-02,-1.77028E-01, 0.00000E+00,-0.00000E+00, 3.51764E-03, 1.84598E-06, 3.51764E-03, 1.84598E-06,
 450,-1.65862E-02,-1.74899E-01,-2.97156E-02,-1.77017E-01, 0.00000E+00,-0.00000E+00, 3.52593E-03, 3.17630E-06, 3.52593E-03, 3.17630E-06,
 451,-1.65862E-02,-1.74899E-01,-2.95780E-02,-1.77006E-01, 0.00000E+00,-0.00000E+00, 3.53413E-03, 4.49992E-06, 3.53413E-03, 4.49992E-06,
 452,-1.63944E-02,-1.74899E-01,-2.94400E-02,-1.76996E-01, 0.00000E+00,-0.00000E+00, 3.54237E-03, 5.81687E-06, 3.54237E-03, 5.81687E-06,
 453,-1.62985E-02,-1.74899E-01,-2.93020E-02,-1.76985E-01, 0.00000E+00,-0.00000E+00, 3.55059E-03, 7.12716E-06, 3.55059E-03, 7.12716E-06,
 454,-1.62985E-02,-1.74899E-01,-2.91646E-02,-1.76974E-01, 0.00000E+00,-0.00000E+00, 3.55871E-03, 8.43079E-06, 3.55871E-03, 8.43079E-06,
 455,-1.61068E-02,-1.74899E-01,-2.90267E-02,-1.76964E-01, 0.00000E+00,-0.00000E+00, 3.56688E-03, 9.72780E-06, 3.56688E-03, 9.72780E-06,
 456,-1.60109E-02,-1.74995E-01,-2.88889E-02,-1.76954E-01, 0.00000E+00,-0.00000E+00, 3.57501E-03, 1.09583E-05, 3.57501E-03, 1.09583E-05,
 457,-1.59150E-02,-1.74995E-01,-2.87511E-02,-1.76944E-01, 0.00000E+00,-0.00000E+00, 3.58312E-03, 1.21824E-05, 3.58312E-03, 1.21824E-05,
 458,-1.57233E-02,-1.74995E-01,-2.86129E-02,-1.76934E-01, 0.00000E+00,-0.00000E+00, 3.59126E-03, 1.34003E-05, 3.59126E-03, 1.34003E-05,
 459,-1.57233E-02,-1.74995E-01,-2.84752E-02,-1.76924E-01, 0.00000E+00,-0.00000E+00, 3.59932E-03, 1.46120E-05, 3.59932E-03, 1.46120E-05,
 460,-1.56274E-02,-1.74995E-01,-2.83375E-02,-1.76914E-01, 0.00000E+00,-0.00000E+00, 3.60735E-03, 1.58174E-05, 3.60735E-03, 1.58174E-05,
 461,-1.56274E-02,-1.74995E-01,-2.82004E-02,-1.76904E-01, 0.00000E+00,-0.00000E+00, 3.61529E-03, 1.70165E-05, 3.61529E-03, 1.70165E-05,
 462,-1.54357E-02,-1.74995E-01,-2.80628E-02,-1.76894E-01, 0.00000E+00,-0.00000E+00, 3.62327E-03, 1.82095E-05, 3.62327E-03, 1.82095E-05,
 463,-1.53398E-02,-1.74995E-01,-2.79253E-02,-1.76884E-01, 0.00000E+00,-0.00000E+00, 3.63122E-03, 1.93962E-05, 3.63122E-03, 1.93962E-05,
 464,-1.52439E-02,-1.74995E-01,-2.77878E-02,-1.76874E-01, 0.00000E+00,-0.00000E+00, 3.63915E-03, 2.05768E-05, 3.63915E-03, 2.05768E-05,
 465,-1.50522E-02,-1.74995E-01,-2.76499E-02,-1.76864E-01, 0.00000E+00,-0.00000E+00, 3.64711E-03, 2.17512E-05, 3.64711E-03, 2.17512E-05,
 466,-1.50522E-02,-1.74995E-01,-2.75126E-02,-1.76854E-01, 0.00000E+00,-0.00000E+00, 3.65498E-03, 2.29195E-05, 3.65498E-03, 2.29195E-05,
 467,-1.49563E-02,-1.74995E-01,-2.73752E-02,-1.76845E-01, 0.00000E+00,-0.00000E+00, 3.66283E-03, 2.40816E-05, 3.66283E-03, 2.40816E-05,
 468,-1.47646E-02,-1.74995E-01,-2.72375E-02,-1.76835E-01, 0.00000E+00,-0.00000E+00, 3.67071E-03, 2.52376E-05, 3.67071E-03, 2.52376E-05,
 469,-1.46687E-02,-1.74995E-01,-2.70998E-02,-1.76825E-01, 0.00000E+00,-0.00000E+00, 3.67856E-03, 2.63875E-05, 3.67856E-03, 2.63875E-05,
 470,-1.45728E-02,-1.74995E-01,-2.69621E-02,-1.76815E-01, 0.00000E+00,-0.00000E+00, 3.68639E-03, 2.75314E-05, 3.68639E-03, 2.75314E-05,
 471,-1.45728E-02,-1.74995E-01,-2.68250E-02,-1.76806E-01, 0.00000E+00,-0.00000E+00, 3.69414E-03, 2.86691E-05, 3.69414E-03, 2.86691E-05,
 472,-1.44769E-02,-1.74995E-01,-2.66879E-02,-1.76796E-01, 0.00000E+00,-0.00000E+00, 3.70185E-03, 2.98008E-05, 3.70185E-03, 2.98008E-05,
 473,-1.43811E-02,-1.74995E-01,-2.65509E-02,-1.76787E-01, 0.00000E+00,-0.00000E+00, 3.70955E-03, 3.09265E-05, 3.70955E-03, 3.09265E-05,
 474,-1.41893E-02,-1.74995E-01,-2.64134E-02,-1.76777E-01, 0.00000E+00,-0.00000E+00, 3.71727E-03, 3.20462E-05, 3.71727E-03, 3.20462E-05,
 475,-1.40934E-02,-1.74995E-01,-2.62760E-02,-1.76767E-01, 0.00000E+00,-0.00000E+00, 3.72497E-03, 3.31598E-05, 3.72497E-03, 3.31598E-05,
 476,-1.39976E-02,-1.74995E-01,-2.61387E-02,-1.76758E-01, 0.00000E+00,-0.00000E+00, 3.73265E-03, 3.42675E-05, 3.73265E-03, 3.42675E-05,
 477,-1.38058E-02,-1.75091E-01,-2.60009E-02,-1.76749E-01, 0.00000E+00,-0.00000E+00, 3.74035E-03, 3.53092E-05, 3.74035E-03, 3.53092E-05,
 478,-1.38058E-02,-1.75091E-01,-2.58636E-02,-1.76740E-01, 0.00000E+00,-0.00000E+00, 3.74797E-03, 3.63454E-05, 3.74797E-03, 3.63454E-05,
 479,-1.38058E-02,-1.75091E-01,-2.57269E-02,-1.76731E-01, 0.00000E+00,-0.00000E+00, 3.75551E-03, 3.73758E-05, 3.75551E-03, 3.73758E-05,
 480,-1.37099E-02,-1.75091E-01,-2.55902E-02,-1.76722E-01, 0.00000E+00,-0.00000E+00, 3.76302E-03, 3.84007E-05, 3.76302E-03, 3.84007E-05,
 481,-1.35182E-02,-1.75091E-01,-2.54531E-02,-1.76713E-01, 0.00000E+00,-0.00000E+00, 3.77057E-03, 3.94199E-05, 3.77057E-03, 3.94199E-05,
 482,-1.34223E-02,-1.75091E-01,-2.53161E-02,-1.76704E-01, 0.00000E+00,-0.00000E+00, 3.77809E-03, 4.04336E-05, 3.77809E-03, 4.04336E-05,
 483,-1.33265E-02,-1.75091E-01,-2.51791E-02,-1.76695E-01, 0.00000E+00,-0.00000E+00, 3.78558E-03, 4.14417E-05, 3.78558E-03, 4.14417E-05,
 484,-1.32306E-02,-1.75091E-01,-2.50422E-02,-1.76686E-01, 0.00000E+00,-0.00000E+00, 3.79305E-03, 4.24442E-05, 3.79305E-03, 4.24442E-05,
 485,-1.31347E-02,-1.75091E-01,-2.49053E-02,-1.76677E-01, 0.00000E+00,-0.00000E+00, 3.80049E-03, 4.34411E-05, 3.80049E-03, 4.34411E-05,
 486,-1.30388E-02,-1.75091E-01,-2.47685E-02,-1.76668E-01, 0.00000E+00,-0.00000E+00, 3.80790E-03, 4.44326E-05, 3.80790E-03, 4.44326E-05,
 487,-1.28471E-02,-1.75091E-01,-2.46312E-02,-1.76660E-01, 0.00000E+00,-0.00000E+00, 3.81536E-03, 4.54185E-05, 3.81536E-03, 4.54185E-05,
 488,-1.27512E-02,-1.75091E-01,-2.44940E-02,-1.76651E-01, 0.00000E+00,-0.00000E+00, 3.82278E-03, 4.63989E-05, 3.82278E-03, 4.63989E-05,
 489,-1.27512E-02,-1.75091E-01,-2.43573E-02,-1.76642E-01, 0.00000E+00,-0.00000E+00, 3.83012E-03, 4.73738E-05, 3.83012E-03, 4.73738E-05,
 490,-1.26553E-02,-1.75091E-01,-2.42207E-02,-1.76633E-01, 0.00000E+00,-0.00000E+00, 3.83743E-03, 4.83433E-05, 3.83743E-03, 4.83433E-05,
 491,-1.25595E-02,-1.75091E-01,-2.40842E-02,-1.76625E-01, 0.00000E+00,-0.00000E+00, 3.84472E-03, 4.93073E-05, 3.84472E-03, 4.93073E-05,
 492,-1.24636E-02,-1.75091E-01,-2.39477E-02,-1.76616E-01, 0.00000E+00,-0.00000E+00, 3.85198E-03, 5.02658E-05, 3.85198E-03, 5.02658E-05,
 493,-1.23677E-02,-1.75091E-01,-2.38112E-02,-1.76607E-01, 0.00000E+00,-0.00000E+00, 3.85922E-03, 5.12190E-05, 3.85922E-03, 5.12190E-05,
 494,-1.21760E-02,-1.75091E-01,-2.36744E-02,-1.76599E-01, 0.00000E+00,-0.00000E+00, 3.86649E-03, 5.21667E-05, 3.86649E-03, 5.21667E-05,
 495,-1.20801E-02,-1.75091E-01,-2.35376E-02,-1.76590E-01, 0.00000E+00,-0.00000E+00, 3.87374E-03, 5.31090E-05, 3.87374E-03, 5.31090E-05,
 496,-1.19842E-02,-1.75091E-01,-2.34008E-02,-1.76581E-01, 0.00000E+00,-0.00000E+00, 3.88096E-03, 5.40460E-05, 3.88096E-03, 5.40460E-05,
 497,-1.18883E-02,-1.75091E-01,-2.32641E-02,-1.76573E-01, 0.00000E+00,-0.00000E+00, 3.88816E-03, 5.49775E-05, 3.88816E-03, 5.49775E-05,
 498,-1.17925E-02,-1.75187E-01,-2.31275E-02,-1.76565E-01, 0.00000E+00,-0.00000E+00, 3.89533E-03, 5.58439E-05, 3.89533E-03, 5.58439E-05,
 499,-1.17925E-02,-1.75187E-01,-2.29914E-02,-1.76557E-01, 0.00000E+00,-0.00000E+00, 3.90241E-03, 5.67051E-05, 3.90241E-03, 5.67051E-05,
 500,-1.16966E-02,-1.75187E-01,-2.28554E-02,-1.76549E-01, 0.00000E+00,-0.00000E+00, 3.90947E-03, 5.75614E-05, 3.90947E-03, 5.75614E-05,
 501,-1.15048E-02,-1.75187E-01,-2.27189E-02,-1.76541E-01, 0.00000E+00,-0.00000E+00, 3.91656E-03, 5.84126E-05, 3.91656E-03, 5.84126E-05,
 502,-1.14090E-02,-1.75187E-01,-2.25825E-02,-1.76533E-01, 0.00000E+00,-0.00000E+00, 3.92363E-03, 5.92589E-05, 3.92363E-03, 5.92589E-05,
 503,-1.14090E-02,-1.75187E-01,-2.24466E-02,-1.76525E-01, 0.00000E+00,-0.00000E+00, 3.93061E-03, 6.01002E-05, 3.93061E-03, 6.01002E-05,
 504,-1.12172E-02,-1.75187E-01,-2.23103E-02,-1.76517E-01, 0.00000E+00,-0.00000E+00, 3.93763E-03, 6.09365E-05, 3.93763E-03, 6.09365E-05,
 505,-1.11214E-02,-1.75187E-01,-2.21741E-02,-1.76509E-01, 0.00000E+00,-0.00000E+00, 3.94462E-03, 6.17679E-05, 3.94462E-03, 6.17679E-05,
 506,-1.10255E-02,-1.75187E-01,-2.20379E-02,-1.76501E-01, 0.00000E+00,-0.00000E+00, 3.95159E-03, 6.25943E-05, 3.95159E-03, 6.25943E-05,
 507,-1.08337E-02,-1.75187E-01,-2.19014E-02,-1.76493E-01, 0.00000E+00,-0.00000E+00, 3.95859E-03, 6.34159E-05, 3.95859E-03, 6.34159E-05,
 508,-1.07379E-02,-1.75187E-01,-2.17648E-02,-1.76486E-01, 0.00000E+00,-0.00000E+00, 3.96557E-03, 6.42325E-05, 3.96557E-03, 6.42325E-05,
 509,-1.07379E-02,-1.75187E-01,-2.16289E-02,-1.76478E-01, 0.00000E+00,-0.00000E+00, 3.97246E-03, 6.50442E-05, 3.97246E-03, 6.50442E-05,
 510,-1.07379E-02,-1.75187E-01,-2.14934E-02,-1.76470E-01, 0.00000E+00,-0.00000E+00, 3.97927E-03, 6.58511E-05, 3.97927E-03, 6.58511E-05,
 511,-1.05461E-02,-1.75187E-01,-2.13575E-02,-1.76462E-01, 0.00000E+00,-0.00000E+00, 3.98611E-03, 6.66530E-05, 3.98611E-03, 6.66530E-05,
 512,-1.04502E-02,-1.75187E-01,-2.12217E-02,-1.76454E-01, 0.00000E+00,-0.00000E+00, 3.99293E-03, 6.74502E-05, 3.99293E-03, 6.74502E-05,
 513,-1.03544E-02,-1.75187E-01,-2.10860E-02,-1.76447E-01, 0.00000E+00,-0.00000E+00, 3.99972E-03, 6.82425E-05, 3.99972E-03, 6.82425E-05,
 514,-1.01626E-02,-1.75187E-01,-2.09499E-02,-1.76439E-01, 0.00000E+00,-0.00000E+00, 4.00655E-03, 6.90300E-05, 4.00655E-03, 6.90300E-05,
 515,-1.01626E-02,-1.75187E-01,-2.08142E-02,-1.76431E-01, 0.00000E+00,-0.00000E+00, 4.01329E-03, 6.98126E-05, 4.01329E-03, 6.98126E-05,
 516,-1.00667E-02,-1.75187E-01,-2.06787E-02,-1.76424E-01, 0.00000E+00,-0.00000E+00, 4.02001E-03, 7.05905E-05, 4.02001E-03, 7.05905E-05,
 517,-9.87499E-03,-1.75187E-01,-2.05427E-02,-1.76416E-01, 0.00000E+00,-0.00000E+00, 4.02676E-03, 7.13636E-05, 4.02676E-03, 7.13636E-05,
 518,-9.77912E-03,-1.75187E-01,-2.04068E-02,-1.76409E-01, 0.00000E+00,-0.00000E+00, 4.03349E-03, 7.21320E-05, 4.03349E-03, 7.21320E-05,
 519,-9.77912E-03,-1.75187E-01,-2.02714E-02,-1.76401E-01, 0.00000E+00,-0.00000E+00, 4.04013E-03, 7.28956E-05, 4.04013E-03, 7.28956E-05,
 520,-9.58737E-03,-1.75283E-01,-2.01357E-02,-1.76394E-01, 0.00000E+00,-0.00000E+00, 4.04681E-03, 7.35946E-05, 4.04681E-03, 7.35946E-05,
 521,-9.58737E-03,-1.75283E-01,-2.00004E-02,-1.76387E-01, 0.00000E+00,-0.00000E+00, 4.05340E-03, 7.42891E-05, 4.05340E-03, 7.42891E-05,
 522,-9.49150E-03,-1.75283E-01,-1.98653E-02,-1.76380E-01, 0.00000E+00,-0.00000E+00, 4.05997E-03, 7.49792E-05, 4.05997E-03, 7.49792E-05,
 523,-9.39563E-03,-1.75283E-01,-1.97301E-02,-1.76373E-01, 0.00000E+00,-0.00000E+00, 4.06651E-03, 7.56649E-05, 4.06651E-03, 7.56649E-05,
 524,-9.20388E-03,-1.75283E-01,-1.95946E-02,-1.76366E-01, 0.00000E+00,-0.00000E+00, 4.07309E-03, 7.63463E-05, 4.07309E-03, 7.63463E-05,
 525,-9.10801E-03,-1.75283E-01,-1.94592E-02,-1.76359E-01, 0.00000E+00,-0.00000E+00, 4.07964E-03, 7.70233E-05, 4.07964E-03, 7.70233E-05,
 526,-9.01213E-03,-1.75283E-01,-1.93238E-02,-1.76352E-01, 0.00000E+00,-0.00000E+00, 4.08617E-03, 7.76959E-05, 4.08617E-03, 7.76959E-05,
 527,-8.91626E-03,-1.75283E-01,-1.91884E-02,-1.76345E-01, 0.00000E+00,-0.00000E+00, 4.09267E-03, 7.83642E-05, 4.09267E-03, 7.83642E-05,
 528,-8.91626E-03,-1.75283E-01,-1.90536E-02,-1.76338E-01, 0.00000E+00,-0.00000E+00, 4.09909E-03, 7.90282E-05, 4.09909E-03, 7.90282E-05,
 529,-8.82038E-03,-1.75283E-01,-1.89189E-02,-1.76331E-01, 0.00000E+00,-0.00000E+00, 4.10549E-03, 7.96878E-05, 4.10549E-03, 7.96878E-05,
 530,-8.62864E-03,-1.75283E-01,-1.87838E-02,-1.76324E-01, 0.00000E+00,-0.00000E+00, 4.11192E-03, 8.03432E-05, 4.11192E-03, 8.03432E-05,
 531,-8.53276E-03,-1.75283E-01,-1.86487E-02,-1.76318E-01, 0.00000E+00,-0.00000E+00, 4.11833E-03, 8.09943E-05, 4.11833E-03, 8.09943E-05,
 532,-8.43689E-03,-1.75283E-01,-1.85137E-02,-1.76311E-01, 0.00000E+00,-0.00000E+00, 4.12471E-03, 8.16411E-05, 4.12471E-03, 8.16411E-05,
 533,-8.34101E-03,-1.75283E-01,-1.83788E-02,-1.76304E-01, 0.00000E+00,-0.00000E+00, 4.13107E-03, 8.22836E-05, 4.13107E-03, 8.22836E-05,
 534,-8.24514E-03,-1.75283E-01,-1.82439E-02,-1.76297E-01, 0.00000E+00,-0.00000E+00, 4.13740E-03, 8.29219E-05, 4.13740E-03, 8.29219E-05,
 535,-8.14927E-03,-1.75283E-01,-1.81091E-02,-1.76290E-01, 0.00000E+00,-0.00000E+00, 4.14371E-03, 8.35560E-05, 4.14371E-03, 8.35560E-05,
 536,-8.05339E-03,-1.75283E-01,-1.79743E-02,-1.76284E-01, 0.00000E+00,-0.00000E+00, 4.14999E-03, 8.41858E-05, 4.14999E-03, 8.41858E-05,
 537,-7.86165E-03,-1.75283E-01,-1.78392E-02,-1.76277E-01, 0.00000E+00,-0.00000E+00, 4.15632E-03, 8.48115E-05, 4.15632E-03, 8.48115E-05,
 538,-7.76577E-03,-1.75283E-01,-1.77041E-02,-1.76270E-01, 0.00000E+00,-0.00000E+00, 4.16261E-03, 8.54329E-05, 4.16261E-03, 8.54329E-05,
 539,-7.76577E-03,-1.75283E-01,-1.75696E-02,-1.76264E-01, 0.00000E+00,-0.00000E+00, 4.16882E-03, 8.60502E-05, 4.16882E-03, 8.60502E-05,
 540,-7.66990E-03,-1.75283E-01,-1.74351E-02,-1.76257E-01, 0.00000E+00,-0.00000E+00, 4.17501E-03, 8.66633E-05, 4.17501E-03, 8.66633E-05,
 541,-7.57403E-03,-1.75379E-01,-1.73007E-02,-1.76251E-01, 0.00000E+00,-0.00000E+00, 4.18117E-03, 8.72123E-05, 4.18117E-03, 8.72123E-05,
 542,-7.47815E-03,-1.75379E-01,-1.71663E-02,-1.76245E-01, 0.00000E+00,-0.00000E+00, 4.18731E-03, 8.77575E-05, 4.18731E-03, 8.77575E-05,
 543,-7.38228E-03,-1.75379E-01,-1.70321E-02,-1.76239E-01, 0.00000E+00,-0.00000E+00, 4.19343E-03, 8.82989E-05, 4.19343E-03, 8.82989E-05,
 544,-7.19053E-03,-1.75379E-01,-1.68974E-02,-1.76233E-01, 0.00000E+00,-0.00000E+00, 4.19958E-03, 8.88364E-05, 4.19958E-03, 8.88364E-05,
 545,-7.09466E-03,-1.75379E-01,-1.67628E-02,-1.76226E-01, 0.00000E+00,-0.00000E+00, 4.20570E-03, 8.93702E-05, 4.20570E-03, 8.93702E-05,
 546,-7.09466E-03,-1.75379E-01,-1.66287E-02,-1.76220E-01, 0.00000E+00,-0.00000E+00, 4.21175E-03, 8.99001E-05, 4.21175E-03, 8.99001E-05,
 547,-6.90291E-03,-1.75379E-01,-1.64943E-02,-1.76214E-01, 0.00000E+00,-0.00000E+00, 4.21782E-03, 9.04263E-05, 4.21782E-03, 9.04263E-05,
 548,-6.80704E-03,-1.75379E-01,-1.63599E-02,-1.76208E-01, 0.00000E+00,-0.00000E+00, 4.22388E-03, 9.09487E-05, 4.22388E-03, 9.09487E-05,
 549,-6.80704E-03,-1.75379E-01,-1.62260E-02,-1.76202E-01, 0.00000E+00,-0.00000E+00, 4.22985E-03, 9.14674E-05, 4.22985E-03, 9.14674E-05,
 550,-6.71116E-03,-1.75379E-01,-1.60922E-02,-1.76196E-01, 0.00000E+00,-0.00000E+00, 4.23579E-03, 9.19823E-05, 4.23579E-03, 9.19823E-05,
 551,-6.51941E-03,-1.75379E-01,-1.59580E-02,-1.76191E-01, 0.00000E+00,-0.00000E+00, 4.24178E-03, 9.24935E-05, 4.24178E-03, 9.24935E-05,
 552,-6.42354E-03,-1.75379E-01,-1.58239E-02,-1.76185E-01, 0.00000E+00,-0.00000E+00, 4.24774E-03, 9.30010E-05, 4.24774E-03, 9.30010E-05,
 553,-6.42354E-03,-1.75379E-01,-1.56903E-02,-1.76179E-01, 0.00000E+00,-0.00000E+00, 4.25361E-03, 9.35047E-05, 4.25361E-03, 9.35047E-05,
 554,-6.23179E-03,-1.75379E-01,-1.55563E-02,-1.76173E-01, 0.00000E+00,-0.00000E+00, 4.25952E-03, 9.40048E-05, 4.25952E-03, 9.40048E-05,
 555,-6.13592E-03,-1.75379E-01,-1.54224E-02,-1.76167E-01, 0.00000E+00,-0.00000E+00, 4.26541E-03, 9.45012E-05, 4.26541E-03, 9.45012E-05,
 556,-5.94417E-03,-1.75379E-01,-1.52881E-02,-1.76161E-01, 0.00000E+00,-0.00000E+00, 4.27133E-03, 9.49939E-05, 4.27133E-03, 9.49939E-05,
 557,-5.84830E-03,-1.75379E-01,-1.51538E-02,-1.76155E-01, 0.00000E+00,-0.00000E+00, 4.27723E-03, 9.54830E-05, 4.27723E-03, 9.54830E-05,
 558,-5.84830E-03,-1.75379E-01,-1.50201E-02,-1.76149E-01, 0.00000E+00,-0.00000E+00, 4.28305E-03, 9.59684E-05, 4.28305E-03, 9.59684E-05,
 559,-5.84830E-03,-1.75379E-01,-1.48870E-02,-1.76144E-01, 0.00000E+00,-0.00000E+00, 4.28878E-03, 9.64502E-05, 4.28878E-03, 9.64502E-05,
 560,-5.65655E-03,-1.75379E-01,-1.47534E-02,-1.76138E-01, 0.00000E+00,-0.00000E+00, 4.29455E-03, 9.69284E-05, 4.29455E-03, 9.69284E-05,
 561,-5.56068E-03,-1.75379E-01,-1.46200E-02,-1.76132E-01, 0.00000E+00,-0.00000E+00, 4.30029E-03, 9.74030E-05, 4.30029E-03, 9.74030E-05,
 562,-5.46480E-03,-1.75474E-01,-1.44865E-02,-1.76127E-01, 0.00000E+00,-0.00000E+00, 4.30602E-03, 9.78140E-05, 4.30602E-03, 9.78140E-05,
 563,-5.36893E-03,-1.75474E-01,-1.43532E-02,-1.76122E-01, 0.00000E+00,-0.00000E+00, 4.31171E-03, 9.82218E-05, 4.31171E-03, 9.82218E-05,
 564,-5.27306E-03,-1.75474E-01,-1.42199E-02,-1.76116E-01, 0.00000E+00,-0.00000E+00, 4.31739E-03, 9.86263E-05, 4.31739E-03, 9.86263E-05,
 565,-5.17718E-03,-1.75474E-01,-1.40867E-02,-1.76111E-01, 0.00000E+00,-0.00000E+00, 4.32304E-03, 9.90276E-05, 4.32304E-03, 9.90276E-05,
 566,-5.08131E-03,-1.75474E-01,-1.39536E-02,-1.76106E-01, 0.00000E+00,-0.00000E+00, 4.32867E-03, 9.94256E-05, 4.32867E-03, 9.94256E-05,
 567,-4.88956E-03,-1.75474E-01,-1.38201E-02,-1.76101E-01, 0.00000E+00,-0.00000E+00, 4.33433E-03, 9.98203E-05, 4.33433E-03, 9.98203E-05,
 568,-4.79369E-03,-1.75474E-01,-1.36866E-02,-1.76096E-01, 0.00000E+00,-0.00000E+00, 4.33997E-03, 1.00212E-04, 4.33997E-03, 1.00212E-04,
 569,-4.79369E-03,-1.75474E-01,-1.35537E-02,-1.76091E-01, 0.00000E+00,-0.00000E+00, 4.34553E-03, 1.00600E-04, 4.34553E-03, 1.00600E-04,
