frame,current_sight_los.az,current_sight_los.el,filtered_sight_az,filtered_sight_el,tads_yaw_rate,tads_pitch_rate,tads_yaw_rate_bias,tads_pitch_rate_bias,filtered_tads_yaw_rate_bias,filtered_tads_pitch_rate_bias,
 1,-6.11675E-02,-1.72886E-01,-8.39847E-02,-1.86642E-01, 0.00000E+00,-0.00000E+00,-2.19314E-03,-2.01655E-03,-2.19314E-03,-2.01655E-03,
 2,-6.11675E-02,-1.72886E-01,-8.39149E-02,-1.86613E-01, 0.00000E+00,-0.00000E+00,-2.17888E-03,-2.00796E-03,-2.17888E-03,-2.00796E-03,
 3,-6.11675E-02,-1.72886E-01,-8.38452E-02,-1.86585E-01, 0.00000E+00,-0.00000E+00,-2.16467E-03,-1.99938E-03,-2.16467E-03,-1.99938E-03,
 4,-6.10716E-02,-1.72886E-01,-8.37751E-02,-1.86556E-01, 0.00000E+00,-0.00000E+00,-2.15043E-03,-1.99081E-03,-2.15043E-03,-1.99081E-03,
 5,-6.08798E-02,-1.72886E-01,-8.37041E-02,-1.86527E-01, 0.00000E+00,-0.00000E+00,-2.13612E-03,-1.98227E-03,-2.13612E-03,-1.98227E-03,
 6,-6.07840E-02,-1.72886E-01,-8.36326E-02,-1.86499E-01, 0.00000E+00,-0.00000E+00,-2.12180E-03,-1.97374E-03,-2.12180E-03,-1.97374E-03,
 7,-6.06881E-02,-1.72886E-01,-8.35608E-02,-1.86470E-01, 0.00000E+00,-0.00000E+00,-2.10746E-03,-1.96524E-03,-2.10746E-03,-1.96524E-03,
 8,-6.05922E-02,-1.72886E-01,-8.34885E-02,-1.86441E-01, 0.00000E+00,-0.00000E+00,-2.09310E-03,-1.95675E-03,-2.09310E-03,-1.95675E-03,
 9,-6.04963E-02,-1.72886E-01,-8.34158E-02,-1.86412E-01, 0.00000E+00,-0.00000E+00,-2.07873E-03,-1.94827E-03,-2.07873E-03,-1.94827E-03,
 10,-6.04005E-02,-1.72886E-01,-8.33427E-02,-1.86383E-01, 0.00000E+00,-0.00000E+00,-2.06435E-03,-1.93982E-03,-2.06435E-03,-1.93982E-03,
 11,-6.02087E-02,-1.72982E-01,-8.32688E-02,-1.86355E-01, 0.00000E+00,-0.00000E+00,-2.04989E-03,-1.93144E-03,-2.04989E-03,-1.93144E-03,
 12,-6.02087E-02,-1.72982E-01,-8.31949E-02,-1.86327E-01, 0.00000E+00,-0.00000E+00,-2.03548E-03,-1.92309E-03,-2.03548E-03,-1.92309E-03,
 13,-6.01128E-02,-1.72982E-01,-8.31206E-02,-1.86298E-01, 0.00000E+00,-0.00000E+00,-2.02105E-03,-1.91475E-03,-2.02105E-03,-1.91475E-03,
 14,-6.00170E-02,-1.72982E-01,-8.30459E-02,-1.86270E-01, 0.00000E+00,-0.00000E+00,-2.00661E-03,-1.90642E-03,-2.00661E-03,-1.90642E-03,
 15,-5.99211E-02,-1.72982E-01,-8.29708E-02,-1.86241E-01, 0.00000E+00,-0.00000E+00,-1.99216E-03,-1.89812E-03,-1.99216E-03,-1.89812E-03,
 16,-5.98252E-02,-1.72982E-01,-8.28953E-02,-1.86213E-01, 0.00000E+00,-0.00000E+00,-1.97769E-03,-1.88983E-03,-1.97769E-03,-1.88983E-03,
 17,-5.97293E-02,-1.72982E-01,-8.28194E-02,-1.86184E-01, 0.00000E+00,-0.00000E+00,-1.96321E-03,-1.88156E-03,-1.96321E-03,-1.88156E-03,
 18,-5.95376E-02,-1.72982E-01,-8.27426E-02,-1.86156E-01, 0.00000E+00,-0.00000E+00,-1.94866E-03,-1.87331E-03,-1.94866E-03,-1.87331E-03,
 19,-5.94417E-02,-1.72982E-01,-8.26655E-02,-1.86127E-01, 0.00000E+00,-0.00000E+00,-1.93410E-03,-1.86508E-03,-1.93410E-03,-1.86508E-03,
 20,-5.93459E-02,-1.72982E-01,-8.25879E-02,-1.86098E-01, 0.00000E+00,-0.00000E+00,-1.91952E-03,-1.85686E-03,-1.91952E-03,-1.85686E-03,
 21,-5.93459E-02,-1.72982E-01,-8.25104E-02,-1.86070E-01, 0.00000E+00,-0.00000E+00,-1.90500E-03,-1.84866E-03,-1.90500E-03,-1.84866E-03,
 22,-5.92500E-02,-1.72982E-01,-8.24326E-02,-1.86041E-01, 0.00000E+00,-0.00000E+00,-1.89046E-03,-1.84048E-03,-1.89046E-03,-1.84048E-03,
 23,-5.91541E-02,-1.72982E-01,-8.23544E-02,-1.86013E-01, 0.00000E+00,-0.00000E+00,-1.87591E-03,-1.83232E-03,-1.87591E-03,-1.83232E-03,
 24,-5.90582E-02,-1.72982E-01,-8.22757E-02,-1.85984E-01, 0.00000E+00,-0.00000E+00,-1.86135E-03,-1.82418E-03,-1.86135E-03,-1.82418E-03,
 25,-5.88665E-02,-1.72982E-01,-8.21963E-02,-1.85955E-01, 0.00000E+00,-0.00000E+00,-1.84672E-03,-1.81605E-03,-1.84672E-03,-1.81605E-03,
 26,-5.87706E-02,-1.72982E-01,-8.21164E-02,-1.85926E-01, 0.00000E+00,-0.00000E+00,-1.83208E-03,-1.80794E-03,-1.83208E-03,-1.80794E-03,
 27,-5.87706E-02,-1.72982E-01,-8.20366E-02,-1.85898E-01, 0.00000E+00,-0.00000E+00,-1.81749E-03,-1.79985E-03,-1.81749E-03,-1.79985E-03,
 28,-5.85789E-02,-1.72982E-01,-8.19560E-02,-1.85869E-01, 0.00000E+00,-0.00000E+00,-1.80282E-03,-1.79178E-03,-1.80282E-03,-1.79178E-03,
 29,-5.84830E-02,-1.72982E-01,-8.18750E-02,-1.85840E-01, 0.00000E+00,-0.00000E+00,-1.78815E-03,-1.78372E-03,-1.78815E-03,-1.78372E-03,
 30,-5.83871E-02,-1.72982E-01,-8.17937E-02,-1.85811E-01, 0.00000E+00,-0.00000E+00,-1.77347E-03,-1.77569E-03,-1.77347E-03,-1.77569E-03,
 31,-5.83871E-02,-1.72982E-01,-8.17124E-02,-1.85783E-01, 0.00000E+00,-0.00000E+00,-1.75884E-03,-1.76767E-03,-1.75884E-03,-1.76767E-03,
 32,-5.81954E-02,-1.72982E-01,-8.16303E-02,-1.85754E-01, 0.00000E+00,-0.00000E+00,-1.74415E-03,-1.75967E-03,-1.74415E-03,-1.75967E-03,
 33,-5.80995E-02,-1.72982E-01,-8.15478E-02,-1.85725E-01, 0.00000E+00,-0.00000E+00,-1.72944E-03,-1.75168E-03,-1.72944E-03,-1.75168E-03,
 34,-5.80995E-02,-1.73078E-01,-8.14655E-02,-1.85697E-01, 0.00000E+00,-0.00000E+00,-1.71478E-03,-1.74378E-03,-1.71478E-03,-1.74378E-03,
 35,-5.79077E-02,-1.73078E-01,-8.13823E-02,-1.85668E-01, 0.00000E+00,-0.00000E+00,-1.70006E-03,-1.73589E-03,-1.70006E-03,-1.73589E-03,
 36,-5.78119E-02,-1.73078E-01,-8.12987E-02,-1.85640E-01, 0.00000E+00,-0.00000E+00,-1.68533E-03,-1.72802E-03,-1.68533E-03,-1.72802E-03,
 37,-5.77160E-02,-1.73078E-01,-8.12147E-02,-1.85611E-01, 0.00000E+00,-0.00000E+00,-1.67059E-03,-1.72017E-03,-1.67059E-03,-1.72017E-03,
 38,-5.75243E-02,-1.73078E-01,-8.11300E-02,-1.85583E-01, 0.00000E+00,-0.00000E+00,-1.65578E-03,-1.71234E-03,-1.65578E-03,-1.71234E-03,
 39,-5.75243E-02,-1.73078E-01,-8.10453E-02,-1.85554E-01, 0.00000E+00,-0.00000E+00,-1.64103E-03,-1.70452E-03,-1.64103E-03,-1.70452E-03,
 40,-5.74284E-02,-1.73078E-01,-8.09603E-02,-1.85526E-01, 0.00000E+00,-0.00000E+00,-1.62627E-03,-1.69672E-03,-1.62627E-03,-1.69672E-03,
 41,-5.74284E-02,-1.73078E-01,-8.08754E-02,-1.85498E-01, 0.00000E+00,-0.00000E+00,-1.61156E-03,-1.68894E-03,-1.61156E-03,-1.68894E-03,
 42,-5.72366E-02,-1.73078E-01,-8.07897E-02,-1.85469E-01, 0.00000E+00,-0.00000E+00,-1.59679E-03,-1.68118E-03,-1.59679E-03,-1.68118E-03,
 43,-5.71408E-02,-1.73078E-01,-8.07037E-02,-1.85441E-01, 0.00000E+00,-0.00000E+00,-1.58201E-03,-1.67344E-03,-1.58201E-03,-1.67344E-03,
 44,-5.70449E-02,-1.73078E-01,-8.06173E-02,-1.85412E-01, 0.00000E+00,-0.00000E+00,-1.56722E-03,-1.66571E-03,-1.56722E-03,-1.66571E-03,
 45,-5.68531E-02,-1.73078E-01,-8.05300E-02,-1.85384E-01, 0.00000E+00,-0.00000E+00,-1.55237E-03,-1.65800E-03,-1.55237E-03,-1.65800E-03,
 46,-5.68531E-02,-1.73078E-01,-8.04429E-02,-1.85355E-01, 0.00000E+00,-0.00000E+00,-1.53757E-03,-1.65031E-03,-1.53757E-03,-1.65031E-03,
 47,-5.67573E-02,-1.73078E-01,-8.03555E-02,-1.85326E-01, 0.00000E+00,-0.00000E+00,-1.52276E-03,-1.64264E-03,-1.52276E-03,-1.64264E-03,
 48,-5.65655E-02,-1.73078E-01,-8.02672E-02,-1.85298E-01, 0.00000E+00,-0.00000E+00,-1.50790E-03,-1.63498E-03,-1.50790E-03,-1.63498E-03,
 49,-5.64696E-02,-1.73078E-01,-8.01786E-02,-1.85269E-01, 0.00000E+00,-0.00000E+00,-1.49302E-03,-1.62734E-03,-1.49302E-03,-1.62734E-03,
 50,-5.63738E-02,-1.73078E-01,-8.00896E-02,-1.85241E-01, 0.00000E+00,-0.00000E+00,-1.47814E-03,-1.61972E-03,-1.47814E-03,-1.61972E-03,
 51,-5.63738E-02,-1.73078E-01,-8.00008E-02,-1.85212E-01, 0.00000E+00,-0.00000E+00,-1.46332E-03,-1.61212E-03,-1.46332E-03,-1.61212E-03,
 52,-5.62779E-02,-1.73078E-01,-7.99116E-02,-1.85184E-01, 0.00000E+00,-0.00000E+00,-1.44849E-03,-1.60454E-03,-1.44849E-03,-1.60454E-03,
 53,-5.61820E-02,-1.73078E-01,-7.98222E-02,-1.85155E-01, 0.00000E+00,-0.00000E+00,-1.43366E-03,-1.59697E-03,-1.43366E-03,-1.59697E-03,
 54,-5.60861E-02,-1.73078E-01,-7.97323E-02,-1.85126E-01, 0.00000E+00,-0.00000E+00,-1.41883E-03,-1.58942E-03,-1.41883E-03,-1.58942E-03,
 55,-5.58944E-02,-1.73173E-01,-7.96417E-02,-1.85098E-01, 0.00000E+00,-0.00000E+00,-1.40393E-03,-1.58195E-03,-1.40393E-03,-1.58195E-03,
 56,-5.57985E-02,-1.73173E-01,-7.95507E-02,-1.85070E-01, 0.00000E+00,-0.00000E+00,-1.38903E-03,-1.57450E-03,-1.38903E-03,-1.57450E-03,
 57,-5.57026E-02,-1.73173E-01,-7.94595E-02,-1.85042E-01, 0.00000E+00,-0.00000E+00,-1.37412E-03,-1.56706E-03,-1.37412E-03,-1.56706E-03,
 58,-5.56068E-02,-1.73173E-01,-7.93678E-02,-1.85014E-01, 0.00000E+00,-0.00000E+00,-1.35921E-03,-1.55964E-03,-1.35921E-03,-1.55964E-03,
 59,-5.55109E-02,-1.73173E-01,-7.92759E-02,-1.84986E-01, 0.00000E+00,-0.00000E+00,-1.34430E-03,-1.55224E-03,-1.34430E-03,-1.55224E-03,
 60,-5.54150E-02,-1.73173E-01,-7.91836E-02,-1.84957E-01, 0.00000E+00,-0.00000E+00,-1.32939E-03,-1.54486E-03,-1.32939E-03,-1.54486E-03,
 61,-5.54150E-02,-1.73173E-01,-7.90915E-02,-1.84929E-01, 0.00000E+00,-0.00000E+00,-1.31454E-03,-1.53750E-03,-1.31454E-03,-1.53750E-03,
 62,-5.52233E-02,-1.73173E-01,-7.89986E-02,-1.84901E-01, 0.00000E+00,-0.00000E+00,-1.29962E-03,-1.53015E-03,-1.29962E-03,-1.53015E-03,
 63,-5.51274E-02,-1.73173E-01,-7.89054E-02,-1.84873E-01, 0.00000E+00,-0.00000E+00,-1.28470E-03,-1.52282E-03,-1.28470E-03,-1.52282E-03,
 64,-5.50315E-02,-1.73173E-01,-7.88119E-02,-1.84845E-01, 0.00000E+00,-0.00000E+00,-1.26978E-03,-1.51551E-03,-1.26978E-03,-1.51551E-03,
 65,-5.49357E-02,-1.73173E-01,-7.87180E-02,-1.84817E-01, 0.00000E+00,-0.00000E+00,-1.25485E-03,-1.50821E-03,-1.25485E-03,-1.50821E-03,
 66,-5.48398E-02,-1.73173E-01,-7.86238E-02,-1.84788E-01, 0.00000E+00,-0.00000E+00,-1.23993E-03,-1.50094E-03,-1.23993E-03,-1.50094E-03,
 67,-5.47439E-02,-1.73173E-01,-7.85294E-02,-1.84760E-01, 0.00000E+00,-0.00000E+00,-1.22501E-03,-1.49368E-03,-1.22501E-03,-1.49368E-03,
 68,-5.45522E-02,-1.73173E-01,-7.84341E-02,-1.84732E-01, 0.00000E+00,-0.00000E+00,-1.21002E-03,-1.48643E-03,-1.21002E-03,-1.48643E-03,
 69,-5.44563E-02,-1.73173E-01,-7.83385E-02,-1.84704E-01, 0.00000E+00,-0.00000E+00,-1.19503E-03,-1.47921E-03,-1.19503E-03,-1.47921E-03,
 70,-5.44563E-02,-1.73173E-01,-7.82431E-02,-1.84675E-01, 0.00000E+00,-0.00000E+00,-1.18011E-03,-1.47200E-03,-1.18011E-03,-1.47200E-03,
 71,-5.44563E-02,-1.73173E-01,-7.81479E-02,-1.84647E-01, 0.00000E+00,-0.00000E+00,-1.16524E-03,-1.46482E-03,-1.16524E-03,-1.46482E-03,
 72,-5.42645E-02,-1.73173E-01,-7.80519E-02,-1.84619E-01, 0.00000E+00,-0.00000E+00,-1.15031E-03,-1.45764E-03,-1.15031E-03,-1.45764E-03,
 73,-5.41687E-02,-1.73173E-01,-7.79555E-02,-1.84591E-01, 0.00000E+00,-0.00000E+00,-1.13539E-03,-1.45049E-03,-1.13539E-03,-1.45049E-03,
 74,-5.40728E-02,-1.73173E-01,-7.78589E-02,-1.84563E-01, 0.00000E+00,-0.00000E+00,-1.12046E-03,-1.44335E-03,-1.12046E-03,-1.44335E-03,
 75,-5.38810E-02,-1.73269E-01,-7.77615E-02,-1.84535E-01, 0.00000E+00,-0.00000E+00,-1.10547E-03,-1.43630E-03,-1.10547E-03,-1.43630E-03,
 76,-5.37852E-02,-1.73269E-01,-7.76638E-02,-1.84507E-01, 0.00000E+00,-0.00000E+00,-1.09049E-03,-1.42926E-03,-1.09049E-03,-1.42926E-03,
 77,-5.36893E-02,-1.73269E-01,-7.75658E-02,-1.84479E-01, 0.00000E+00,-0.00000E+00,-1.07550E-03,-1.42223E-03,-1.07550E-03,-1.42223E-03,
 78,-5.35934E-02,-1.73269E-01,-7.74675E-02,-1.84452E-01, 0.00000E+00,-0.00000E+00,-1.06052E-03,-1.41523E-03,-1.06052E-03,-1.41523E-03,
 79,-5.34976E-02,-1.73269E-01,-7.73689E-02,-1.84424E-01, 0.00000E+00,-0.00000E+00,-1.04554E-03,-1.40824E-03,-1.04554E-03,-1.40824E-03,
 80,-5.34017E-02,-1.73269E-01,-7.72701E-02,-1.84396E-01, 0.00000E+00,-0.00000E+00,-1.03056E-03,-1.40126E-03,-1.03056E-03,-1.40126E-03,
 81,-5.34017E-02,-1.73269E-01,-7.71714E-02,-1.84368E-01, 0.00000E+00,-0.00000E+00,-1.01564E-03,-1.39431E-03,-1.01564E-03,-1.39431E-03,
 82,-5.32099E-02,-1.73269E-01,-7.70719E-02,-1.84341E-01, 0.00000E+00,-0.00000E+00,-1.00067E-03,-1.38737E-03,-1.00067E-03,-1.38737E-03,
 83,-5.32099E-02,-1.73269E-01,-7.69727E-02,-1.84313E-01, 0.00000E+00,-0.00000E+00,-9.85753E-04,-1.38045E-03,-9.85753E-04,-1.38045E-03,
 84,-5.31141E-02,-1.73269E-01,-7.68731E-02,-1.84285E-01, 0.00000E+00,-0.00000E+00,-9.70841E-04,-1.37355E-03,-9.70841E-04,-1.37355E-03,
 85,-5.29223E-02,-1.73269E-01,-7.67728E-02,-1.84257E-01, 0.00000E+00,-0.00000E+00,-9.55872E-04,-1.36667E-03,-9.55872E-04,-1.36667E-03,
 86,-5.28264E-02,-1.73269E-01,-7.66722E-02,-1.84230E-01, 0.00000E+00,-0.00000E+00,-9.40905E-04,-1.35980E-03,-9.40905E-04,-1.35980E-03,
 87,-5.27306E-02,-1.73269E-01,-7.65713E-02,-1.84202E-01, 0.00000E+00,-0.00000E+00,-9.25942E-04,-1.35295E-03,-9.25942E-04,-1.35295E-03,
 88,-5.26347E-02,-1.73269E-01,-7.64702E-02,-1.84174E-01, 0.00000E+00,-0.00000E+00,-9.10981E-04,-1.34612E-03,-9.10981E-04,-1.34612E-03,
 89,-5.25388E-02,-1.73269E-01,-7.63688E-02,-1.84146E-01, 0.00000E+00,-0.00000E+00,-8.96024E-04,-1.33930E-03,-8.96024E-04,-1.33930E-03,
 90,-5.24430E-02,-1.73269E-01,-7.62670E-02,-1.84119E-01, 0.00000E+00,-0.00000E+00,-8.81070E-04,-1.33250E-03,-8.81070E-04,-1.33250E-03,
 91,-5.24430E-02,-1.73269E-01,-7.61655E-02,-1.84091E-01, 0.00000E+00,-0.00000E+00,-8.66180E-04,-1.32572E-03,-8.66180E-04,-1.32572E-03,
 92,-5.22512E-02,-1.73269E-01,-7.60633E-02,-1.84063E-01, 0.00000E+00,-0.00000E+00,-8.51234E-04,-1.31896E-03,-8.51234E-04,-1.31896E-03,
 93,-5.21553E-02,-1.73269E-01,-7.59608E-02,-1.84035E-01, 0.00000E+00,-0.00000E+00,-8.36291E-04,-1.31221E-03,-8.36291E-04,-1.31221E-03,
 94,-5.20594E-02,-1.73269E-01,-7.58580E-02,-1.84008E-01, 0.00000E+00,-0.00000E+00,-8.21353E-04,-1.30548E-03,-8.21353E-04,-1.30548E-03,
 95,-5.19636E-02,-1.73269E-01,-7.57549E-02,-1.83980E-01, 0.00000E+00,-0.00000E+00,-8.06419E-04,-1.29877E-03,-8.06419E-04,-1.29877E-03,
 96,-5.18677E-02,-1.73269E-01,-7.56515E-02,-1.83952E-01, 0.00000E+00,-0.00000E+00,-7.91489E-04,-1.29208E-03,-7.91489E-04,-1.29208E-03,
 97,-5.17718E-02,-1.73365E-01,-7.55479E-02,-1.83925E-01, 0.00000E+00,-0.00000E+00,-7.76565E-04,-1.28546E-03,-7.76565E-04,-1.28546E-03,
 98,-5.15801E-02,-1.73365E-01,-7.54436E-02,-1.83898E-01, 0.00000E+00,-0.00000E+00,-7.61585E-04,-1.27886E-03,-7.61585E-04,-1.27886E-03,
 99,-5.14842E-02,-1.73365E-01,-7.53390E-02,-1.83870E-01, 0.00000E+00,-0.00000E+00,-7.46610E-04,-1.27228E-03,-7.46610E-04,-1.27228E-03,
 100,-5.13883E-02,-1.73365E-01,-7.52341E-02,-1.83843E-01, 0.00000E+00,-0.00000E+00,-7.31641E-04,-1.26571E-03,-7.31641E-04,-1.26571E-03,
 101,-5.12925E-02,-1.73365E-01,-7.51290E-02,-1.83816E-01, 0.00000E+00,-0.00000E+00,-7.16677E-04,-1.25916E-03,-7.16677E-04,-1.25916E-03,
 102,-5.12925E-02,-1.73365E-01,-7.50241E-02,-1.83789E-01, 0.00000E+00,-0.00000E+00,-7.01779E-04,-1.25263E-03,-7.01779E-04,-1.25263E-03,
 103,-5.11966E-02,-1.73365E-01,-7.49189E-02,-1.83762E-01, 0.00000E+00,-0.00000E+00,-6.86887E-04,-1.24612E-03,-6.86887E-04,-1.24612E-03,
 104,-5.11007E-02,-1.73365E-01,-7.48135E-02,-1.83734E-01, 0.00000E+00,-0.00000E+00,-6.72001E-04,-1.23962E-03,-6.72001E-04,-1.23962E-03,
 105,-5.09090E-02,-1.73365E-01,-7.47073E-02,-1.83707E-01, 0.00000E+00,-0.00000E+00,-6.57060E-04,-1.23314E-03,-6.57060E-04,-1.23314E-03,
 106,-5.08131E-02,-1.73365E-01,-7.46009E-02,-1.83680E-01, 0.00000E+00,-0.00000E+00,-6.42126E-04,-1.22667E-03,-6.42126E-04,-1.22667E-03,
 107,-5.07172E-02,-1.73365E-01,-7.44943E-02,-1.83653E-01, 0.00000E+00,-0.00000E+00,-6.27199E-04,-1.22023E-03,-6.27199E-04,-1.22023E-03,
 108,-5.06213E-02,-1.73365E-01,-7.43873E-02,-1.83626E-01, 0.00000E+00,-0.00000E+00,-6.12278E-04,-1.21380E-03,-6.12278E-04,-1.21380E-03,
 109,-5.05255E-02,-1.73365E-01,-7.42802E-02,-1.83599E-01, 0.00000E+00,-0.00000E+00,-5.97365E-04,-1.20738E-03,-5.97365E-04,-1.20738E-03,
 110,-5.04296E-02,-1.73365E-01,-7.41728E-02,-1.83571E-01, 0.00000E+00,-0.00000E+00,-5.82458E-04,-1.20099E-03,-5.82458E-04,-1.20099E-03,
 111,-5.04296E-02,-1.73365E-01,-7.40656E-02,-1.83544E-01, 0.00000E+00,-0.00000E+00,-5.67619E-04,-1.19461E-03,-5.67619E-04,-1.19461E-03,
 112,-5.02378E-02,-1.73365E-01,-7.39577E-02,-1.83517E-01, 0.00000E+00,-0.00000E+00,-5.52726E-04,-1.18825E-03,-5.52726E-04,-1.18825E-03,
 113,-5.01420E-02,-1.73365E-01,-7.38496E-02,-1.83490E-01, 0.00000E+00,-0.00000E+00,-5.37841E-04,-1.18190E-03,-5.37841E-04,-1.18190E-03,
 114,-5.01420E-02,-1.73365E-01,-7.37417E-02,-1.83463E-01, 0.00000E+00,-0.00000E+00,-5.23024E-04,-1.17557E-03,-5.23024E-04,-1.17557E-03,
 115,-4.99502E-02,-1.73365E-01,-7.36331E-02,-1.83436E-01, 0.00000E+00,-0.00000E+00,-5.08154E-04,-1.16926E-03,-5.08154E-04,-1.16926E-03,
 116,-4.98543E-02,-1.73365E-01,-7.35242E-02,-1.83409E-01, 0.00000E+00,-0.00000E+00,-4.93293E-04,-1.16297E-03,-4.93293E-04,-1.16297E-03,
 117,-4.97585E-02,-1.73365E-01,-7.34151E-02,-1.83382E-01, 0.00000E+00,-0.00000E+00,-4.78439E-04,-1.15669E-03,-4.78439E-04,-1.15669E-03,
 118,-4.95667E-02,-1.73461E-01,-7.33053E-02,-1.83355E-01, 0.00000E+00,-0.00000E+00,-4.63534E-04,-1.15049E-03,-4.63534E-04,-1.15049E-03,
 119,-4.95667E-02,-1.73461E-01,-7.31957E-02,-1.83328E-01, 0.00000E+00,-0.00000E+00,-4.48697E-04,-1.14431E-03,-4.48697E-04,-1.14431E-03,
 120,-4.94708E-02,-1.73461E-01,-7.30859E-02,-1.83302E-01, 0.00000E+00,-0.00000E+00,-4.33869E-04,-1.13814E-03,-4.33869E-04,-1.13814E-03,
 121,-4.94708E-02,-1.73461E-01,-7.29764E-02,-1.83275E-01, 0.00000E+00,-0.00000E+00,-4.19110E-04,-1.13199E-03,-4.19110E-04,-1.13199E-03,
 122,-4.92791E-02,-1.73461E-01,-7.28661E-02,-1.83249E-01, 0.00000E+00,-0.00000E+00,-4.04299E-04,-1.12586E-03,-4.04299E-04,-1.12586E-03,
 123,-4.91832E-02,-1.73461E-01,-7.27556E-02,-1.83222E-01, 0.00000E+00,-0.00000E+00,-3.89497E-04,-1.11974E-03,-3.89497E-04,-1.11974E-03,
 124,-4.90874E-02,-1.73461E-01,-7.26449E-02,-1.83196E-01, 0.00000E+00,-0.00000E+00,-3.74705E-04,-1.11364E-03,-3.74705E-04,-1.11364E-03,
 125,-4.88956E-02,-1.73461E-01,-7.25335E-02,-1.83169E-01, 0.00000E+00,-0.00000E+00,-3.59861E-04,-1.10755E-03,-3.59861E-04,-1.10755E-03,
 126,-4.88956E-02,-1.73461E-01,-7.24223E-02,-1.83143E-01, 0.00000E+00,-0.00000E+00,-3.45088E-04,-1.10149E-03,-3.45088E-04,-1.10149E-03,
 127,-4.87997E-02,-1.73461E-01,-7.23109E-02,-1.83116E-01, 0.00000E+00,-0.00000E+00,-3.30323E-04,-1.09544E-03,-3.30323E-04,-1.09544E-03,
 128,-4.86080E-02,-1.73461E-01,-7.21988E-02,-1.83090E-01, 0.00000E+00,-0.00000E+00,-3.15509E-04,-1.08940E-03,-3.15509E-04,-1.08940E-03,
 129,-4.85121E-02,-1.73461E-01,-7.20865E-02,-1.83063E-01, 0.00000E+00,-0.00000E+00,-3.00705E-04,-1.08338E-03,-3.00705E-04,-1.08338E-03,
 130,-4.84162E-02,-1.73461E-01,-7.19739E-02,-1.83037E-01, 0.00000E+00,-0.00000E+00,-2.85911E-04,-1.07738E-03,-2.85911E-04,-1.07738E-03,
 131,-4.84162E-02,-1.73461E-01,-7.18617E-02,-1.83010E-01, 0.00000E+00,-0.00000E+00,-2.71187E-04,-1.07140E-03,-2.71187E-04,-1.07140E-03,
 132,-4.83204E-02,-1.73461E-01,-7.17492E-02,-1.82984E-01, 0.00000E+00,-0.00000E+00,-2.56474E-04,-1.06543E-03,-2.56474E-04,-1.06543E-03,
 133,-4.82245E-02,-1.73461E-01,-7.16365E-02,-1.82957E-01, 0.00000E+00,-0.00000E+00,-2.41771E-04,-1.05948E-03,-2.41771E-04,-1.05948E-03,
 134,-4.81286E-02,-1.73461E-01,-7.15235E-02,-1.82931E-01, 0.00000E+00,-0.00000E+00,-2.27079E-04,-1.05354E-03,-2.27079E-04,-1.05354E-03,
 135,-4.79369E-02,-1.73461E-01,-7.14099E-02,-1.82904E-01, 0.00000E+00,-0.00000E+00,-2.12337E-04,-1.04762E-03,-2.12337E-04,-1.04762E-03,
 136,-4.78410E-02,-1.73461E-01,-7.12961E-02,-1.82878E-01, 0.00000E+00,-0.00000E+00,-1.97607E-04,-1.04172E-03,-1.97607E-04,-1.04172E-03,
 137,-4.77451E-02,-1.73461E-01,-7.11821E-02,-1.82852E-01, 0.00000E+00,-0.00000E+00,-1.82887E-04,-1.03584E-03,-1.82887E-04,-1.03584E-03,
 138,-4.76492E-02,-1.73557E-01,-7.10678E-02,-1.82826E-01, 0.00000E+00,-0.00000E+00,-1.68179E-04,-1.03003E-03,-1.68179E-04,-1.03003E-03,
 139,-4.75534E-02,-1.73557E-01,-7.09534E-02,-1.82800E-01, 0.00000E+00,-0.00000E+00,-1.53483E-04,-1.02423E-03,-1.53483E-04,-1.02423E-03,
 140,-4.74575E-02,-1.73557E-01,-7.08387E-02,-1.82774E-01, 0.00000E+00,-0.00000E+00,-1.38798E-04,-1.01846E-03,-1.38798E-04,-1.01846E-03,
 141,-4.74575E-02,-1.73557E-01,-7.07243E-02,-1.82748E-01, 0.00000E+00,-0.00000E+00,-1.24185E-04,-1.01270E-03,-1.24185E-04,-1.01270E-03,
 142,-4.72658E-02,-1.73557E-01,-7.06092E-02,-1.82722E-01, 0.00000E+00,-0.00000E+00,-1.09523E-04,-1.00695E-03,-1.09523E-04,-1.00695E-03,
 143,-4.71699E-02,-1.73557E-01,-7.04940E-02,-1.82697E-01, 0.00000E+00,-0.00000E+00,-9.48733E-05,-1.00122E-03,-9.48733E-05,-1.00122E-03,
 144,-4.70740E-02,-1.73557E-01,-7.03785E-02,-1.82671E-01, 0.00000E+00,-0.00000E+00,-8.02358E-05,-9.95511E-04,-8.02358E-05,-9.95511E-04,
 145,-4.69781E-02,-1.73557E-01,-7.02628E-02,-1.82645E-01, 0.00000E+00,-0.00000E+00,-6.56106E-05,-9.89815E-04,-6.56106E-05,-9.89815E-04,
 146,-4.68823E-02,-1.73557E-01,-7.01470E-02,-1.82619E-01, 0.00000E+00,-0.00000E+00,-5.09977E-05,-9.84134E-04,-5.09977E-05,-9.84134E-04,
 147,-4.67864E-02,-1.73557E-01,-7.00309E-02,-1.82594E-01, 0.00000E+00,-0.00000E+00,-3.63974E-05,-9.78470E-04,-3.63974E-05,-9.78470E-04,
