frame,tse_time,tse_in_manual,gunfire,temp1,temp2,range_fact,rk2,kg1,kg2,kg3,kg4,kg5,x1,x2,x3,x4,delta_target_range,delta_target_vel_l,delta_target_vel_m,est_target_range,est_target_vel_slm(1),est_target_vel_slm(2),est_target_vel_slm(3),tof,tse_lead_slm(1),tse_lead_slm(2),tse_lead_slm(3),c12,c14,c22,c24,c33,c35,c44,c55,tads_yaw_rate,tads_pitch_rate,tads_vel_slm(1),tads_vel_slm(2),tads_vel_slm(3),
 1, 0.00000E+00,TRUE,0, 0.00000E+00, 1.60317E+03, 1.45050E+00, 3.08781E+00, 0.00000E+00, 0.00000E+00, 9.98074E-01, 0.00000E+00, 1.24753E-03, 1.45050E+03, 2.58918E-04,-3.18120E+00, 2.92504E+00, 0.00000E+00, 2.07710E-02,-1.24724E-02, 1.45050E+03, 0.00000E+00,-3.20190E+00, 2.93751E+00, 3.40242E+00, 0.00000E+00,-1.30731E+01, 1.19936E+01, 3.20024E+01, 4.00000E-02, 1.60008E+03, 2.00000E+00, 3.08186E+00, 3.85213E-03, 1.00000E+02, 9.99975E+01,-2.19314E-03,-2.01655E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 2, 2.00000E-02,TRUE,0, 0.00000E+00, 6.24955E+00, 1.45050E+00, 3.08754E+00, 0.00000E+00, 0.00000E+00, 5.05957E-01, 0.00000E+00, 3.20619E-01, 1.45050E+03, 5.15014E-04,-3.17072E+00, 2.91870E+00, 0.00000E+00, 2.07469E-02,-1.24700E-02, 1.45050E+03, 2.58918E-04,-3.18120E+00, 2.92504E+00, 3.41344E+00, 1.06056E-03,-1.30306E+01, 1.19813E+01, 6.40095E+01, 1.18400E-01, 1.60024E+03, 3.96000E+00, 1.56217E+00, 9.89926E-01, 1.00000E+02, 9.93552E+01,-2.17888E-03,-2.00796E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 3, 4.00000E-02,TRUE,0, 0.00000E+00, 4.76777E+00, 1.45050E+00, 3.08729E+00, 0.00000E+00, 0.00000E+00, 3.52466E-01, 0.00000E+00, 6.20363E-01, 1.45050E+03, 7.68987E-04,-3.15977E+00, 2.91208E+00, 0.00000E+00, 3.07631E-02,-1.85027E-02, 1.45050E+03, 5.15014E-04,-3.17072E+00, 2.91870E+00, 3.41345E+00, 2.10957E-03,-1.29877E+01, 1.19554E+01, 9.60237E+01, 2.33648E-01, 1.60047E+03, 5.88080E+00, 1.08817E+00, 1.91524E+00, 1.00000E+02, 9.75461E+01,-2.16467E-03,-1.99938E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 4, 6.00000E-02,TRUE,0, 5.61971E+03, 4.32842E+00, 1.45050E+00, 3.08706E+00, 5.23788E-01, 2.27853E-02, 2.86793E-01, 6.83734E-05, 8.84809E-01, 1.44998E+03,-2.17646E-02,-3.14779E+00, 2.90485E+00,-1.00000E+00, 4.00853E-02,-2.40741E-02, 1.45050E+03, 7.68987E-04,-3.15977E+00, 2.91208E+00, 3.41345E+00, 3.14988E-03,-1.29429E+01, 1.19283E+01, 6.09775E+01, 1.82979E-01, 1.59787E+03, 7.75443E+00, 8.85346E-01, 2.73146E+00, 1.00000E+02, 9.42556E+01,-2.15043E-03,-1.99081E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 5, 8.00000E-02,TRUE,0, 0.00000E+00, 4.13841E+00, 1.44998E+00, 3.07041E+00, 0.00000E+00, 0.00000E+00, 2.58072E-01, 0.00000E+00, 1.10345E+00, 1.44998E+03,-2.15164E-02,-3.13390E+00, 2.89640E+00,-4.75708E-01, 4.93004E-02,-2.98657E-02, 1.44998E+03,-2.17646E-02,-3.14779E+00, 2.90485E+00, 3.41345E+00,-8.91507E-02,-1.28938E+01, 1.18987E+01, 9.29499E+01, 3.71306E-01, 1.59825E+03, 9.59934E+00, 7.92385E-01, 3.38804E+00, 1.00000E+02, 8.94464E+01,-2.13612E-03,-1.98227E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 6, 1.00000E-01,TRUE,0, 0.00000E+00, 4.06740E+00, 1.44998E+00, 3.07031E+00, 0.00000E+00, 0.00000E+00, 2.45142E-01, 0.00000E+00, 1.25821E+00, 1.44998E+03,-2.12706E-02,-3.11818E+00, 2.88691E+00,-4.75220E-01, 5.51414E-02,-3.31540E-02, 1.44998E+03,-2.15164E-02,-3.13390E+00, 2.89640E+00, 3.41117E+00,-8.80753E-02,-1.28283E+01, 1.18562E+01, 1.24936E+02, 5.92027E-01, 1.59871E+03, 1.14074E+01, 7.52662E-01, 3.86310E+00, 1.00000E+02, 8.34294E+01,-2.12180E-03,-1.97374E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 7, 1.20000E-01,TRUE,0, 3.67802E+03, 4.04160E+00, 1.44997E+00, 3.07023E+00, 3.85191E-01, 4.26690E-02, 2.40343E-01, 2.29409E-04, 1.35285E+00, 1.44979E+03,-4.12838E-02,-3.10050E+00, 2.87629E+00,-4.74731E-01, 5.88951E-02,-3.52061E-02, 1.44998E+03,-2.12706E-02,-3.11818E+00, 2.88691E+00, 3.41117E+00,-8.70693E-02,-1.27640E+01, 1.18173E+01, 9.64865E+01, 5.18758E-01, 1.59254E+03, 1.31432E+01, 7.37908E-01, 4.15356E+00, 9.99998E+01, 7.66953E+01,-2.10746E-03,-1.96524E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 8, 1.40000E-01,TRUE,0, 0.00000E+00, 4.02733E+00, 1.44979E+00, 3.06450E+00, 0.00000E+00, 0.00000E+00, 2.39074E-01, 0.00000E+00, 1.39622E+00, 1.44979E+03,-4.10457E-02,-3.08092E+00, 2.86455E+00,-2.90894E-01, 6.09267E-02,-3.63669E-02, 1.44979E+03,-4.12838E-02,-3.10050E+00, 2.87629E+00, 3.41117E+00,-1.68991E-01,-1.26916E+01, 1.17738E+01, 1.28365E+02, 8.05989E-01, 1.59313E+03, 1.48803E+01, 7.32642E-01, 4.27872E+00, 9.99998E+01, 6.97765E+01,-2.09310E-03,-1.95675E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 9, 1.60000E-01,TRUE,0, 0.00000E+00, 4.02162E+00, 1.44979E+00, 3.06446E+00, 0.00000E+00, 0.00000E+00, 2.38003E-01, 0.00000E+00, 1.39567E+00, 1.44979E+03,-4.08106E-02,-3.05991E+00, 2.85200E+00,-2.90039E-01, 6.06160E-02,-3.59747E-02, 1.44979E+03,-4.10457E-02,-3.08092E+00, 2.86455E+00, 3.41019E+00,-1.67968E-01,-1.26078E+01, 1.17224E+01, 1.60264E+02, 1.12152E+00, 1.59380E+03, 1.65827E+01, 7.29350E-01, 4.27698E+00, 9.99998E+01, 6.31517E+01,-2.07873E-03,-1.94827E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 10, 1.80000E-01,TRUE,0, 2.86707E+03, 4.01315E+00, 1.44979E+00, 3.06444E+00, 3.10511E-01, 6.70313E-02, 2.36400E-01, 5.10666E-04, 1.36650E+00, 1.44970E+03,-5.99630E-02,-3.03787E+00, 2.83889E+00,-2.89185E-01, 5.89392E-02,-3.47843E-02, 1.44979E+03,-4.08106E-02,-3.05991E+00, 2.85200E+00, 3.41019E+00,-1.67006E-01,-1.25218E+01, 1.16710E+01, 1.32508E+02, 1.00949E+00, 1.58164E+03, 1.81529E+01, 7.24434E-01, 4.18754E+00, 9.99990E+01, 5.71318E+01,-2.06435E-03,-1.93982E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 11, 2.00000E-01,TRUE,0, 0.00000E+00, 3.99730E+00, 1.44970E+00, 3.06164E+00, 0.00000E+00, 0.00000E+00, 2.34073E-01, 0.00000E+00, 1.32107E+00, 1.44970E+03,-5.97372E-02,-3.01509E+00, 2.82541E+00,-1.98120E-01, 5.66325E-02,-3.31607E-02, 1.44970E+03,-5.99630E-02,-3.03787E+00, 2.83889E+00, 3.41018E+00,-2.45382E-01,-1.24316E+01, 1.16174E+01, 1.64185E+02, 1.38510E+00, 1.58243E+03, 1.97898E+01, 7.16649E-01, 4.04465E+00, 9.99991E+01, 5.18703E+01,-2.04989E-03,-1.93144E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 12, 2.20000E-01,TRUE,0, 0.00000E+00, 3.97987E+00, 1.44970E+00, 3.06164E+00, 0.00000E+00, 0.00000E+00, 2.30720E-01, 0.00000E+00, 1.26629E+00, 1.44970E+03,-5.95148E-02,-2.99196E+00, 2.81178E+00,-1.96899E-01, 5.34747E-02,-3.10538E-02, 1.44970E+03,-5.97372E-02,-3.01509E+00, 2.82541E+00, 3.40956E+00,-2.44413E-01,-1.23362E+01, 1.15601E+01, 1.95886E+02, 1.78528E+00, 1.58329E+03, 2.13940E+01, 7.06380E-01, 3.87692E+00, 9.99991E+01, 4.74139E+01,-2.03548E-03,-1.92309E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 13, 2.40000E-01,TRUE,0, 0.00000E+00, 3.95961E+00, 1.44970E+00, 3.06165E+00, 0.00000E+00, 0.00000E+00, 2.26782E-01, 0.00000E+00, 1.20964E+00, 1.44970E+03,-5.92957E-02,-2.96868E+00, 2.79813E+00,-1.95679E-01, 5.01444E-02,-2.88768E-02, 1.44970E+03,-5.95148E-02,-2.99196E+00, 2.81178E+00, 3.40955E+00,-2.43502E-01,-1.22415E+01, 1.15043E+01, 2.27615E+02, 2.20889E+00, 1.58421E+03, 2.29661E+01, 6.94326E-01, 3.70350E+00, 9.99991E+01, 4.37234E+01,-2.02105E-03,-1.91475E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 14, 2.60000E-01,TRUE,0, 2.63741E+03, 3.93794E+00, 1.44969E+00, 3.06166E+00, 2.45584E-01, 9.83432E-02, 2.22523E-01, 1.00661E-03, 1.15515E+00, 1.44965E+03,-7.82037E-02,-2.94539E+00, 2.78453E+00,-1.94458E-01, 4.68488E-02,-2.67479E-02, 1.44970E+03,-5.92957E-02,-2.96868E+00, 2.79813E+00, 3.40954E+00,-2.42606E-01,-1.21462E+01, 1.14484E+01, 1.95674E+02, 2.00286E+00, 1.55968E+03, 2.42457E+01, 6.81290E-01, 3.53668E+00, 9.99965E+01, 4.07198E+01,-2.00661E-03,-1.90642E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 15, 2.80000E-01,TRUE,0, 0.00000E+00, 3.91456E+00, 1.44964E+00, 3.06015E+00, 0.00000E+00, 0.00000E+00, 2.18262E-01, 0.00000E+00, 1.10556E+00, 1.44965E+03,-7.79954E-02,-2.92217E+00, 2.77101E+00,-1.45020E-01, 4.38128E-02,-2.48294E-02, 1.44965E+03,-7.82037E-02,-2.94539E+00, 2.78453E+00, 3.40954E+00,-3.19967E-01,-1.20509E+01, 1.13927E+01, 2.26938E+02, 2.47802E+00, 1.56071E+03, 2.57607E+01, 6.67917E-01, 3.38318E+00, 9.99966E+01, 3.83064E+01,-1.99216E-03,-1.89812E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 16, 3.00000E-01,TRUE,0, 0.00000E+00, 3.89333E+00, 1.44964E+00, 3.06018E+00, 0.00000E+00, 0.00000E+00, 2.13996E-01, 0.00000E+00, 1.06104E+00, 1.44964E+03,-7.77904E-02,-2.89908E+00, 2.75762E+00,-1.43433E-01, 4.08854E-02,-2.29506E-02, 1.44965E+03,-7.79954E-02,-2.92217E+00, 2.77101E+00, 3.40907E+00,-3.19070E-01,-1.19543E+01, 1.13359E+01, 2.58233E+02, 2.97337E+00, 1.56180E+03, 2.72454E+01, 6.54865E-01, 3.24698E+00, 9.99968E+01, 3.63910E+01,-1.97769E-03,-1.88983E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 17, 3.20000E-01,TRUE,0, 2.30704E+03, 3.87350E+00, 1.44964E+00, 3.06021E+00, 2.25236E-01, 1.25513E-01, 2.09964E-01, 1.51186E-03, 1.02252E+00, 1.44961E+03,-9.53921E-02,-2.87615E+00, 2.74437E+00,-1.41846E-01, 3.82266E-02,-2.12460E-02, 1.44964E+03,-7.77904E-02,-2.89908E+00, 2.75762E+00, 3.40907E+00,-3.18231E-01,-1.18598E+01, 1.12811E+01, 2.24342E+02, 2.70231E+00, 1.52661E+03, 2.82627E+01, 6.42532E-01, 3.12914E+00, 9.99916E+01, 3.48854E+01,-1.96321E-03,-1.88156E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 18, 3.40000E-01,TRUE,0, 0.00000E+00, 3.85435E+00, 1.44961E+00, 3.05917E+00, 0.00000E+00, 0.00000E+00, 2.06309E-01, 0.00000E+00, 9.90141E-01, 1.44961E+03,-9.51980E-02,-2.85336E+00, 2.73126E+00,-1.07910E-01, 3.59914E-02,-1.97773E-02, 1.44961E+03,-9.53921E-02,-2.87615E+00, 2.74437E+00, 3.40906E+00,-3.90237E-01,-1.17660E+01, 1.12269E+01, 2.54963E+02, 3.24220E+00, 1.52779E+03, 2.96973E+01, 6.31133E-01, 3.02901E+00, 9.99919E+01, 3.37112E+01,-1.94866E-03,-1.87331E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 19, 3.60000E-01,TRUE,0, 0.00000E+00, 3.83816E+00, 1.44961E+00, 3.05920E+00, 0.00000E+00, 0.00000E+00, 2.02951E-01, 0.00000E+00, 9.62878E-01, 1.44961E+03,-9.50071E-02,-2.83071E+00, 2.71829E+00,-1.05957E-01, 3.39205E-02,-1.84002E-02, 1.44961E+03,-9.51980E-02,-2.85336E+00, 2.73126E+00, 3.40867E+00,-3.89398E-01,-1.16714E+01, 1.11720E+01, 2.85620E+02, 3.79942E+00, 1.52904E+03, 3.11032E+01, 6.20869E-01, 2.94564E+00, 9.99923E+01, 3.28043E+01,-1.93410E-03,-1.86508E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 20, 3.80000E-01,TRUE,0, 2.08112E+03, 3.82398E+00, 1.44960E+00, 3.05924E+00, 2.09918E-01, 1.51992E-01, 1.99983E-01, 2.10130E-03, 9.40531E-01, 1.44958E+03,-1.10627E-01,-2.80821E+00, 2.70546E+00,-1.04004E-01, 3.20830E-02,-1.71804E-02, 1.44961E+03,-9.50071E-02,-2.83071E+00, 2.71829E+00, 3.40866E+00,-3.88616E-01,-1.15787E+01, 1.11189E+01, 2.49914E+02, 3.45507E+00, 1.48226E+03, 3.18163E+01, 6.11798E-01, 2.87731E+00, 9.99834E+01, 3.21094E+01,-1.91952E-03,-1.85686E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 21, 4.00000E-01,TRUE,0, 0.00000E+00, 3.81093E+00, 1.44958E+00, 3.05849E+00, 0.00000E+00, 0.00000E+00, 1.97445E-01, 0.00000E+00, 9.22679E-01, 1.44958E+03,-1.10447E-01,-2.78585E+00, 2.69274E+00,-7.98340E-02, 3.04167E-02,-1.61464E-02, 1.44958E+03,-1.10627E-01,-2.80821E+00, 2.70546E+00, 3.40866E+00,-4.52508E-01,-1.14867E+01, 1.10664E+01, 2.79667E+02, 4.04956E+00, 1.48359E+03, 3.31796E+01, 6.03882E-01, 2.82200E+00, 9.99840E+01, 3.15807E+01,-1.90500E-03,-1.84866E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 22, 4.20000E-01,TRUE,0, 0.00000E+00, 3.80049E+00, 1.44958E+00, 3.05853E+00, 0.00000E+00, 0.00000E+00, 1.95227E-01, 0.00000E+00, 9.08281E-01, 1.44958E+03,-1.10270E-01,-2.76363E+00, 2.68015E+00,-7.75146E-02, 2.89125E-02,-1.51923E-02, 1.44958E+03,-1.10447E-01,-2.78585E+00, 2.69274E+00, 3.40833E+00,-4.51727E-01,-1.13941E+01, 1.10133E+01, 3.09459E+02, 4.65889E+00, 1.48497E+03, 3.45157E+01, 5.97108E-01, 2.77800E+00, 9.99847E+01, 3.11821E+01,-1.89046E-03,-1.84048E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 23, 4.40000E-01,TRUE,0, 0.00000E+00, 3.79173E+00, 1.44958E+00, 3.05857E+00, 0.00000E+00, 0.00000E+00, 1.93356E-01, 0.00000E+00, 8.96989E-01, 1.44958E+03,-1.10095E-01,-2.74154E+00, 2.66766E+00,-7.51953E-02, 2.76029E-02,-1.43561E-02, 1.44958E+03,-1.10270E-01,-2.76363E+00, 2.68015E+00, 3.40832E+00,-4.51001E-01,-1.13032E+01, 1.09618E+01, 3.39293E+02, 5.28221E+00, 1.48640E+03, 3.58251E+01, 5.91394E-01, 2.74351E+00, 9.99853E+01, 3.08841E+01,-1.87591E-03,-1.83232E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 24, 4.60000E-01,TRUE,0, 2.38660E+03, 3.78449E+00, 1.44957E+00, 3.05863E+00, 1.66372E-01, 1.54684E-01, 1.91798E-01, 2.47998E-03, 8.88261E-01, 1.44956E+03,-1.21197E-01,-2.71955E+00, 2.65529E+00,-7.28760E-02, 2.64664E-02,-1.36261E-02, 1.44958E+03,-1.10095E-01,-2.74154E+00, 2.66766E+00, 3.40831E+00,-4.50287E-01,-1.12128E+01, 1.09107E+01, 3.07750E+02, 4.93402E+00, 1.43078E+03, 3.61928E+01, 5.86640E-01, 2.71686E+00, 9.99712E+01, 3.06627E+01,-1.86135E-03,-1.82418E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 25, 4.80000E-01,TRUE,0, 0.00000E+00, 3.77804E+00, 1.44956E+00, 3.05815E+00, 0.00000E+00, 0.00000E+00, 1.90546E-01, 0.00000E+00, 8.81740E-01, 1.44956E+03,-1.21032E-01,-2.69764E+00, 2.64300E+00,-5.82275E-02, 2.55938E-02,-1.30131E-02, 1.44956E+03,-1.21197E-01,-2.71955E+00, 2.65529E+00, 3.40831E+00,-4.95691E-01,-1.11229E+01, 1.08600E+01, 3.36507E+02, 5.58471E+00, 1.43228E+03, 3.74684E+01, 5.82718E-01, 2.69649E+00, 9.99723E+01, 3.04989E+01,-1.84672E-03,-1.81605E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 26, 5.00000E-01,TRUE,0, 0.00000E+00, 3.77325E+00, 1.44956E+00, 3.05820E+00, 0.00000E+00, 0.00000E+00, 1.89503E-01, 0.00000E+00, 8.76736E-01, 1.44956E+03,-1.20870E-01,-2.67581E+00, 2.63081E+00,-5.57861E-02, 2.48113E-02,-1.24571E-02, 1.44956E+03,-1.21032E-01,-2.69764E+00, 2.64300E+00, 3.40808E+00,-4.94984E-01,-1.10325E+01, 1.08091E+01, 3.65308E+02, 6.24739E+00, 1.43383E+03, 3.87185E+01, 5.79540E-01, 2.68124E+00, 9.99734E+01, 3.03786E+01,-1.83208E-03,-1.80794E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 27, 5.20000E-01,TRUE,0, 2.16214E+03, 3.76944E+00, 1.44955E+00, 3.05826E+00, 1.73366E-01, 1.82299E-01, 1.88669E-01, 3.20114E-03, 8.73043E-01, 1.44954E+03,-1.30436E-01,-2.65405E+00, 2.61870E+00,-5.33447E-02, 2.40476E-02,-1.19770E-02, 1.44956E+03,-1.20870E-01,-2.67581E+00, 2.63081E+00, 3.40807E+00,-4.94321E-01,-1.09432E+01, 1.07592E+01, 3.25822E+02, 5.72139E+00, 1.36357E+03, 3.86819E+01, 5.76999E-01, 2.66999E+00, 9.99523E+01, 3.02904E+01,-1.81749E-03,-1.79985E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 28, 5.40000E-01,TRUE,0, 0.00000E+00, 3.76595E+00, 1.44954E+00, 3.05783E+00, 0.00000E+00, 0.00000E+00, 1.88034E-01, 0.00000E+00, 8.70475E-01, 1.44954E+03,-1.30283E-01,-2.63235E+00, 2.60666E+00,-4.13818E-02, 2.35007E-02,-1.15812E-02, 1.44954E+03,-1.30436E-01,-2.65405E+00, 2.61870E+00, 3.40807E+00,-5.33439E-01,-1.08542E+01, 1.07096E+01, 3.53254E+02, 6.40511E+00, 1.36517E+03, 3.99073E+01, 5.74974E-01, 2.66176E+00, 9.99542E+01, 3.02252E+01,-1.80282E-03,-1.79178E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 29, 5.60000E-01,TRUE,0, 0.00000E+00, 3.76361E+00, 1.44954E+00, 3.05788E+00, 0.00000E+00, 0.00000E+00, 1.87514E-01, 0.00000E+00, 8.68542E-01, 1.44954E+03,-1.30132E-01,-2.61070E+00, 2.59469E+00,-3.86963E-02, 2.30134E-02,-1.12245E-02, 1.44954E+03,-1.30283E-01,-2.63235E+00, 2.60666E+00, 3.40788E+00,-5.32784E-01,-1.07649E+01, 1.06598E+01, 3.80732E+02, 7.09917E+00, 1.36681E+03, 4.11083E+01, 5.73394E-01, 2.65590E+00, 9.99561E+01, 3.01770E+01,-1.78815E-03,-1.78372E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 30, 5.80000E-01,TRUE,0, 1.99973E+03, 3.76182E+00, 1.44954E+00, 3.05794E+00, 1.77797E-01, 2.04157E-01, 1.87112E-01, 3.90198E-03, 8.67181E-01, 1.44953E+03,-1.37336E-01,-2.58908E+00, 2.58280E+00,-3.60107E-02, 2.25985E-02,-1.09208E-02, 1.44954E+03,-1.30132E-01,-2.61070E+00, 2.59469E+00, 3.40787E+00,-5.32168E-01,-1.06763E+01, 1.06108E+01, 3.35671E+02, 6.41556E+00, 1.28515E+03, 4.06923E+01, 5.72177E-01, 2.65178E+00, 9.99274E+01, 3.01410E+01,-1.77347E-03,-1.77569E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 31, 6.00000E-01,TRUE,0, 0.00000E+00, 3.76002E+00, 1.44953E+00, 3.05755E+00, 0.00000E+00, 0.00000E+00, 1.86827E-01, 0.00000E+00, 8.66340E-01, 1.44953E+03,-1.37194E-01,-2.56752E+00, 2.57096E+00,-2.67334E-02, 2.21720E-02,-1.06757E-02, 1.44953E+03,-1.37336E-01,-2.58908E+00, 2.58280E+00, 3.40786E+00,-5.61627E-01,-1.05879E+01, 1.05622E+01, 3.61550E+02, 7.12479E+00, 1.28683E+03, 4.18770E+01, 5.71233E-01, 2.64887E+00, 9.99303E+01, 3.01133E+01,-1.75884E-03,-1.76767E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 32, 6.20000E-01,TRUE,0, 0.00000E+00, 3.75900E+00, 1.44952E+00, 3.05760E+00, 0.00000E+00, 0.00000E+00, 1.86591E-01, 0.00000E+00, 8.65676E-01, 1.44952E+03,-1.37054E-01,-2.54599E+00, 2.55919E+00,-2.39258E-02, 2.18921E-02,-1.04575E-02, 1.44953E+03,-1.37194E-01,-2.56752E+00, 2.57096E+00, 3.40771E+00,-5.61021E-01,-1.04992E+01, 1.05133E+01, 3.87478E+02, 7.84306E+00, 1.28855E+03, 4.30381E+01, 5.70522E-01, 2.64689E+00, 9.99331E+01, 3.00918E+01,-1.74415E-03,-1.75967E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 33, 6.40000E-01,TRUE,0, 0.00000E+00, 3.75825E+00, 1.44952E+00, 3.05766E+00, 0.00000E+00, 0.00000E+00, 1.86414E-01, 0.00000E+00, 8.65221E-01, 1.44952E+03,-1.36917E-01,-2.52448E+00, 2.54746E+00,-2.11182E-02, 2.16599E-02,-1.02756E-02, 1.44952E+03,-1.37054E-01,-2.54599E+00, 2.55919E+00, 3.40770E+00,-5.60447E-01,-1.04112E+01, 1.04651E+01, 4.13455E+02, 8.56972E+00, 1.29032E+03, 4.41761E+01, 5.69991E-01, 2.64555E+00, 9.99357E+01, 3.00747E+01,-1.72944E-03,-1.75168E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 34, 6.60000E-01,TRUE,0, 2.34587E+03, 3.75771E+00, 1.44952E+00, 3.05772E+00, 1.51931E-01, 1.87343E-01, 1.86282E-01, 3.96618E-03, 8.64907E-01, 1.44952E+03,-1.40212E-01,-2.50301E+00, 2.53581E+00,-1.83105E-02, 2.13821E-02,-1.00384E-02, 1.44952E+03,-1.36917E-01,-2.52448E+00, 2.54746E+00, 3.40769E+00,-5.59884E-01,-1.03232E+01, 1.04172E+01, 3.72713E+02, 7.89056E+00, 1.20980E+03, 4.35483E+01, 5.69597E-01, 2.64464E+00, 9.99014E+01, 3.00607E+01,-1.71478E-03,-1.74378E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 35, 6.80000E-01,TRUE,0, 0.00000E+00, 3.75698E+00, 1.44951E+00, 3.05743E+00, 0.00000E+00, 0.00000E+00, 1.86201E-01, 0.00000E+00, 8.64767E-01, 1.44951E+03,-1.40081E-01,-2.48155E+00, 2.52422E+00,-1.26953E-02, 2.12502E-02,-9.85146E-03, 1.44952E+03,-1.40212E-01,-2.50301E+00, 2.53581E+00, 3.40768E+00,-5.73358E-01,-1.02354E+01, 1.03695E+01, 3.97117E+02, 8.62626E+00, 1.21158E+03, 4.46754E+01, 5.69296E-01, 2.64396E+00, 9.99053E+01, 3.00487E+01,-1.70006E-03,-1.73589E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 36, 7.00000E-01,TRUE,0, 0.00000E+00, 3.75670E+00, 1.44951E+00, 3.05749E+00, 0.00000E+00, 0.00000E+00, 1.86125E-01, 0.00000E+00, 8.64593E-01, 1.44951E+03,-1.39952E-01,-2.46011E+00, 2.51268E+00,-9.88770E-03, 2.11411E-02,-9.69791E-03, 1.44951E+03,-1.40081E-01,-2.48155E+00, 2.52422E+00, 3.40761E+00,-5.72809E-01,-1.01474E+01, 1.03218E+01, 4.21573E+02, 9.36933E+00, 1.21341E+03, 4.57801E+01, 5.69075E-01, 2.64348E+00, 9.99091E+01, 3.00385E+01,-1.68533E-03,-1.72802E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 37, 7.19999E-01,TRUE,0, 2.14009E+03, 3.75651E+00, 1.44951E+00, 3.05755E+00, 1.64876E-01, 2.08440E-01, 1.86069E-01, 4.72839E-03, 8.64459E-01, 1.44951E+03,-1.41302E-01,-2.43867E+00, 2.50120E+00,-7.08008E-03, 2.10569E-02,-9.57870E-03, 1.44951E+03,-1.39952E-01,-2.46011E+00, 2.51268E+00, 3.40760E+00,-5.72281E-01,-1.00597E+01, 1.02746E+01, 3.72533E+02, 8.45078E+00, 1.12231E+03, 4.47535E+01, 5.68913E-01, 2.64312E+00, 9.98649E+01, 3.00298E+01,-1.67059E-03,-1.72017E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 38, 7.39999E-01,TRUE,0, 0.00000E+00, 3.75604E+00, 1.44950E+00, 3.05725E+00, 0.00000E+00, 0.00000E+00, 1.86043E-01, 0.00000E+00, 8.64430E-01, 1.44950E+03,-1.41178E-01,-2.41722E+00, 2.48976E+00,-2.92969E-03, 2.10834E-02,-9.49049E-03, 1.44951E+03,-1.41302E-01,-2.43867E+00, 2.50120E+00, 3.40759E+00,-5.77797E-01,-9.97197E+00, 1.02277E+01, 3.95199E+02, 9.19888E+00, 1.12414E+03, 4.58558E+01, 5.68782E-01, 2.64278E+00, 9.98703E+01, 3.00219E+01,-1.65578E-03,-1.71234E-03, 0.00000E+00, 0.00000E+00, 0.00000E+00,
