frame,tse_time,tse_in_manual,gunfire,temp1,temp2,range_fact,rk2,kg1,kg2,kg3,kg4,kg5,x1,x2,x3,x4,delta_target_range,delta_target_vel_l,delta_target_vel_m,est_target_range,est_target_vel_slm(1),est_target_vel_slm(2),est_target_vel_slm(3),tof,tse_lead_slm(1),tse_lead_slm(2),tse_lead_slm(3),c12,c14,c22,c24,c33,c35,c44,c55,tads_yaw_rate,tads_pitch_rate,tads_vel_slm(1),tads_vel_slm(2),tads_vel_slm(3),
 338, 6.73999E+00,TRUE,0, 0.00000E+00, 3.72057E+00, 1.44413E+00, 3.02281E+00, 0.00000E+00, 0.00000E+00, 1.87541E-01, 0.00000E+00, 8.79902E-01, 1.44413E+03,-8.25881E-01, 3.52349E+00, 3.06356E-01, 3.67554E-01, 1.41749E-02,-2.77060E-03, 1.44415E+03,-8.26530E-01, 3.50759E+00, 3.10078E-01, 3.37734E+00,-3.34977E+00, 1.42156E+01, 1.25669E+00, 1.25402E+02, 2.71778E+01, 1.56667E+02, 6.73496E+01, 5.66902E-01, 2.65977E+00, 9.67943E+01, 3.03770E+01, 2.44784E-03,-2.10580E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 339, 6.75999E+00,TRUE,0, 0.00000E+00, 3.72044E+00, 1.44412E+00, 3.02275E+00, 0.00000E+00, 0.00000E+00, 1.87530E-01, 0.00000E+00, 8.78879E-01, 1.44412E+03,-8.25239E-01, 3.53937E+00, 3.02650E-01, 3.84155E-01, 1.41397E-02,-2.77233E-03, 1.44413E+03,-8.25881E-01, 3.52349E+00, 3.06356E-01, 3.37782E+00,-3.34761E+00, 1.42821E+01, 1.24178E+00, 1.29149E+02, 2.79931E+01, 1.59385E+02, 6.79410E+01, 5.66855E-01, 2.65663E+00, 9.69226E+01, 3.02881E+01, 2.45885E-03,-2.08015E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 340, 6.77999E+00,TRUE,0, 1.82145E+03, 3.72014E+00, 1.44410E+00, 3.02268E+00, 1.00708E-01, 7.30012E-02, 1.87481E-01, 1.58136E-02, 8.77662E-01, 1.44404E+03,-8.68350E-01, 3.55522E+00, 2.98958E-01,-5.99243E-01, 1.40929E-02,-2.77391E-03, 1.44412E+03,-8.25239E-01, 3.53937E+00, 3.02650E-01, 3.37777E+00,-3.34496E+00, 1.43462E+01, 1.22674E+00, 1.19577E+02, 2.59029E+01, 1.52419E+02, 6.64204E+01, 5.66696E-01, 2.65290E+00, 9.65902E+01, 3.02110E+01, 2.46982E-03,-2.05460E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 341, 6.79999E+00,TRUE,0, 0.00000E+00, 3.71921E+00, 1.44402E+00, 3.02212E+00, 0.00000E+00, 0.00000E+00, 1.87430E-01, 0.00000E+00, 8.76499E-01, 1.44402E+03,-8.67908E-01, 3.57099E+00, 2.95279E-01,-5.21362E-01, 1.37973E-02,-2.78783E-03, 1.44404E+03,-8.68350E-01, 3.55522E+00, 2.98958E-01, 3.37772E+00,-3.51965E+00, 1.44102E+01, 1.21176E+00, 1.23213E+02, 2.67254E+01, 1.55100E+02, 6.70265E+01, 5.66436E-01, 2.64889E+00, 9.67265E+01, 3.01453E+01, 2.48071E-03,-2.02915E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 342, 6.81999E+00,TRUE,0, 0.00000E+00, 3.71868E+00, 1.44400E+00, 3.02205E+00, 0.00000E+00, 0.00000E+00, 1.87331E-01, 0.00000E+00, 8.75230E-01, 1.44400E+03,-8.67470E-01, 3.58672E+00, 2.91615E-01,-5.03906E-01, 1.36945E-02,-2.78634E-03, 1.44402E+03,-8.67908E-01, 3.57099E+00, 2.95279E-01, 3.37680E+00,-3.51690E+00, 1.44702E+01, 1.19652E+00, 1.26920E+02, 2.75433E+01, 1.57805E+02, 6.76231E+01, 5.66125E-01, 2.64499E+00, 9.68575E+01, 3.00909E+01, 2.49158E-03,-2.00381E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 343, 6.83999E+00,TRUE,0, 0.00000E+00, 3.71810E+00, 1.44399E+00, 3.02199E+00, 0.00000E+00, 0.00000E+00, 1.87224E-01, 0.00000E+00, 8.74057E-01, 1.44399E+03,-8.67034E-01, 3.60240E+00, 2.87965E-01,-4.86450E-01, 1.36018E-02,-2.78464E-03, 1.44400E+03,-8.67470E-01, 3.58672E+00, 2.91615E-01, 3.37674E+00,-3.51507E+00, 1.45337E+01, 1.18165E+00, 1.30698E+02, 2.83567E+01, 1.60533E+02, 6.82103E+01, 5.65788E-01, 2.64139E+00, 9.69832E+01, 3.00467E+01, 2.50242E-03,-1.97856E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 344, 6.85999E+00,TRUE,0, 2.16742E+03, 3.71753E+00, 1.44397E+00, 3.02192E+00, 8.56209E-02, 6.20770E-02, 1.87115E-01, 1.34562E-02, 8.73015E-01, 1.44393E+03,-8.95722E-01, 3.61803E+00, 2.84330E-01,-4.69116E-01, 1.35186E-02,-2.78264E-03, 1.44399E+03,-8.67034E-01, 3.60240E+00, 2.87965E-01, 3.37669E+00,-3.51324E+00, 1.45970E+01, 1.16684E+00, 1.23027E+02, 2.66681E+01, 1.54933E+02, 6.69777E+01, 5.65448E-01, 2.63818E+00, 9.67114E+01, 3.00115E+01, 2.51323E-03,-1.95342E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 345, 6.87999E+00,TRUE,0, 0.00000E+00, 3.71661E+00, 1.44391E+00, 3.02150E+00, 0.00000E+00, 0.00000E+00, 1.87029E-01, 0.00000E+00, 8.72203E-01, 1.44391E+03,-8.95416E-01, 3.63362E+00, 2.80708E-01,-4.10889E-01, 1.34263E-02,-2.78828E-03, 1.44393E+03,-8.95722E-01, 3.61803E+00, 2.84330E-01, 3.37663E+00,-3.62943E+00, 1.46601E+01, 1.15209E+00, 1.26730E+02, 2.74863E+01, 1.57636E+02, 6.75750E+01, 5.65107E-01, 2.63536E+00, 9.68429E+01, 2.99836E+01, 2.52407E-03,-1.92838E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 346, 6.89999E+00,TRUE,0, 0.00000E+00, 3.71607E+00, 1.44389E+00, 3.02143E+00, 0.00000E+00, 0.00000E+00, 1.86929E-01, 0.00000E+00, 8.71442E-01, 1.44389E+03,-8.95110E-01, 3.64918E+00, 2.77100E-01,-3.92944E-01, 1.34459E-02,-2.78386E-03, 1.44391E+03,-8.95416E-01, 3.63362E+00, 2.80708E-01, 3.37600E+00,-3.62751E+00, 1.47205E+01, 1.13720E+00, 1.30503E+02, 2.82998E+01, 1.60362E+02, 6.81629E+01, 5.64792E-01, 2.63300E+00, 9.69692E+01, 2.99623E+01, 2.53489E-03,-1.90344E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 347, 6.91999E+00,TRUE,0, 1.96565E+03, 3.71558E+00, 1.44387E+00, 3.02136E+00, 9.42949E-02, 6.83475E-02, 1.86839E-01, 1.48087E-02, 8.70824E-01, 1.44384E+03,-9.20435E-01, 3.66471E+00, 2.73507E-01,-3.75000E-01, 1.34552E-02,-2.77904E-03, 1.44389E+03,-8.95110E-01, 3.64918E+00, 2.77100E-01, 3.37594E+00,-3.62620E+00, 1.47833E+01, 1.12257E+00, 1.21679E+02, 2.63638E+01, 1.53929E+02, 6.67519E+01, 5.64510E-01, 2.63107E+00, 9.66594E+01, 2.99461E+01, 2.54569E-03,-1.87860E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 348, 6.93999E+00,TRUE,0, 0.00000E+00, 3.71480E+00, 1.44382E+00, 3.02095E+00, 0.00000E+00, 0.00000E+00, 1.86779E-01, 0.00000E+00, 8.70415E-01, 1.44382E+03,-9.20238E-01, 3.68020E+00, 2.69926E-01,-3.21167E-01, 1.33615E-02,-2.78053E-03, 1.44384E+03,-9.20435E-01, 3.66471E+00, 2.73507E-01, 3.37588E+00,-3.72873E+00, 1.48460E+01, 1.10799E+00, 1.25355E+02, 2.71836E+01, 1.56624E+02, 6.73527E+01, 5.64250E-01, 2.62948E+00, 9.67930E+01, 2.99339E+01, 2.55645E-03,-1.85387E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 349, 6.95999E+00,TRUE,0, 0.00000E+00, 3.71440E+00, 1.44380E+00, 3.02088E+00, 0.00000E+00, 0.00000E+00, 1.86710E-01, 0.00000E+00, 8.70026E-01, 1.44380E+03,-9.20039E-01, 3.69565E+00, 2.66360E-01,-3.02734E-01, 1.33686E-02,-2.77337E-03, 1.44382E+03,-9.20238E-01, 3.68020E+00, 2.69926E-01, 3.37531E+00,-3.72730E+00, 1.49062E+01, 1.09330E+00, 1.29102E+02, 2.79988E+01, 1.59341E+02, 6.79441E+01, 5.64029E-01, 2.62825E+00, 9.69213E+01, 2.99249E+01, 2.56719E-03,-1.82923E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 350, 6.97999E+00,TRUE,0, 1.82103E+03, 3.71405E+00, 1.44378E+00, 3.02081E+00, 1.00695E-01, 7.29917E-02, 1.86653E-01, 1.58204E-02, 8.69735E-01, 1.44376E+03,-9.40590E-01, 3.71107E+00, 2.62824E-01,-2.84302E-01, 1.33665E-02,-2.67926E-03, 1.44380E+03,-9.20039E-01, 3.69565E+00, 2.66360E-01, 3.37525E+00,-3.72643E+00, 1.49685E+01, 1.07884E+00, 1.19535E+02, 2.59084E+01, 1.52380E+02, 6.64233E+01, 5.63844E-01, 2.62731E+00, 9.65886E+01, 2.99185E+01, 2.57791E-03,-1.80529E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 351, 6.99999E+00,TRUE,0, 0.00000E+00, 3.71344E+00, 1.44374E+00, 3.02043E+00, 0.00000E+00, 0.00000E+00, 1.86622E-01, 0.00000E+00, 8.69595E-01, 1.44374E+03,-9.40475E-01, 3.72643E+00, 2.59316E-01,-2.36694E-01, 1.31936E-02,-2.60800E-03, 1.44376E+03,-9.40590E-01, 3.71107E+00, 2.62824E-01, 3.37519E+00,-3.80960E+00, 1.50307E+01, 1.06450E+00, 1.23171E+02, 2.67308E+01, 1.55061E+02, 6.70293E+01, 5.63680E-01, 2.62655E+00, 9.67251E+01, 2.99136E+01, 2.58854E-03,-1.78145E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 352, 7.01999E+00,TRUE,0, 0.00000E+00, 3.71317E+00, 1.44372E+00, 3.02036E+00, 0.00000E+00, 0.00000E+00, 1.86583E-01, 0.00000E+00, 8.69436E-01, 1.44372E+03,-9.40356E-01, 3.74176E+00, 2.55834E-01,-2.17773E-01, 1.32077E-02,-2.54580E-03, 1.44374E+03,-9.40475E-01, 3.72643E+00, 2.59316E-01, 3.37470E+00,-3.80859E+00, 1.50907E+01, 1.05014E+00, 1.26878E+02, 2.75487E+01, 1.57767E+02, 6.76258E+01, 5.63547E-01, 2.62601E+00, 9.68561E+01, 2.99102E+01, 2.59920E-03,-1.75771E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 353, 7.03999E+00,TRUE,0, 0.00000E+00, 3.71294E+00, 1.44370E+00, 3.02028E+00, 0.00000E+00, 0.00000E+00, 1.86552E-01, 0.00000E+00, 8.69327E-01, 1.44370E+03,-9.40234E-01, 3.75706E+00, 2.52377E-01,-1.98853E-01, 1.32122E-02,-2.49693E-03, 1.44372E+03,-9.40356E-01, 3.74176E+00, 2.55834E-01, 3.37464E+00,-3.80804E+00, 1.51525E+01, 1.03602E+00, 1.30655E+02, 2.83620E+01, 1.60495E+02, 6.82129E+01, 5.63441E-01, 2.62562E+00, 9.69818E+01, 2.99078E+01, 2.60983E-03,-1.73406E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 354, 7.05999E+00,TRUE,0, 2.16696E+03, 3.71275E+00, 1.44368E+00, 3.02021E+00, 8.56093E-02, 6.20698E-02, 1.86529E-01, 1.34615E-02, 8.69258E-01, 1.44366E+03,-9.51276E-01, 3.77233E+00, 2.48944E-01,-1.79932E-01, 1.32084E-02,-2.45945E-03, 1.44370E+03,-9.40234E-01, 3.75706E+00, 2.52377E-01, 3.37457E+00,-3.80747E+00, 1.52142E+01, 1.02200E+00, 1.22988E+02, 2.66733E+01, 1.54898E+02, 6.69801E+01, 5.63357E-01, 2.62534E+00, 9.67099E+01, 2.99061E+01, 2.62044E-03,-1.71051E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 355, 7.07999E+00,TRUE,0, 0.00000E+00, 3.71237E+00, 1.44365E+00, 3.01993E+00, 0.00000E+00, 0.00000E+00, 1.86522E-01, 0.00000E+00, 8.69265E-01, 1.44365E+03,-9.51194E-01, 3.78756E+00, 2.45531E-01,-1.45386E-01, 1.31552E-02,-2.43419E-03, 1.44366E+03,-9.51276E-01, 3.77233E+00, 2.48944E-01, 3.37451E+00,-3.85211E+00, 1.52757E+01, 1.00808E+00, 1.26690E+02, 2.74914E+01, 1.57601E+02, 6.75773E+01, 5.63283E-01, 2.62512E+00, 9.68415E+01, 2.99047E+01, 2.63102E-03,-1.68706E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 356, 7.09999E+00,TRUE,0, 0.00000E+00, 3.71221E+00, 1.44363E+00, 3.01986E+00, 0.00000E+00, 0.00000E+00, 1.86507E-01, 0.00000E+00, 8.69236E-01, 1.44363E+03,-9.51107E-01, 3.80276E+00, 2.42140E-01,-1.26343E-01, 1.31440E-02,-2.41366E-03, 1.44365E+03,-9.51194E-01, 3.78756E+00, 2.45531E-01, 3.37422E+00,-3.85145E+00, 1.53361E+01, 9.94172E-01, 1.30463E+02, 2.83049E+01, 1.60328E+02, 6.81651E+01, 5.63226E-01, 2.62497E+00, 9.69678E+01, 2.99037E+01, 2.64158E-03,-1.66370E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 357, 7.11999E+00,TRUE,0, 1.96526E+03, 3.71208E+00, 1.44361E+00, 3.01979E+00, 9.42823E-02, 6.83405E-02, 1.86497E-01, 1.48142E-02, 8.69222E-01, 1.44360E+03,-9.58349E-01, 3.81792E+00, 2.38767E-01,-1.07300E-01, 1.31261E-02,-2.39964E-03, 1.44363E+03,-9.51107E-01, 3.80276E+00, 2.42140E-01, 3.37416E+00,-3.85102E+00, 1.53973E+01, 9.80420E-01, 1.21644E+02, 2.63687E+01, 1.53899E+02, 6.67540E+01, 5.63181E-01, 2.62487E+00, 9.66578E+01, 2.99029E+01, 2.65211E-03,-1.64044E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 358, 7.13999E+00,TRUE,0, 0.00000E+00, 3.71177E+00, 1.44358E+00, 3.01953E+00, 0.00000E+00, 0.00000E+00, 1.86499E-01, 0.00000E+00, 8.69264E-01, 1.44358E+03,-9.58284E-01, 3.83307E+00, 2.35412E-01,-7.78809E-02, 1.31612E-02,-2.39258E-03, 1.44360E+03,-9.58349E-01, 3.81792E+00, 2.38767E-01, 3.37409E+00,-3.88027E+00, 1.54584E+01, 9.66745E-01, 1.25319E+02, 2.71885E+01, 1.56593E+02, 6.73547E+01, 5.63138E-01, 2.62477E+00, 9.67915E+01, 2.99021E+01, 2.66267E-03,-1.61727E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 359, 7.15999E+00,TRUE,0, 0.00000E+00, 3.71165E+00, 1.44356E+00, 3.01945E+00, 0.00000E+00, 0.00000E+00, 1.86492E-01, 0.00000E+00, 8.69261E-01, 1.44356E+03,-9.58214E-01, 3.84819E+00, 2.32075E-01,-5.87158E-02, 1.32062E-02,-2.38757E-03, 1.44358E+03,-9.58284E-01, 3.83307E+00, 2.35412E-01, 3.37388E+00,-3.87976E+00, 1.55188E+01, 9.53103E-01, 1.29066E+02, 2.80036E+01, 1.59311E+02, 6.79460E+01, 5.63105E-01, 2.62469E+00, 9.69198E+01, 2.99014E+01, 2.67321E-03,-1.59420E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 360, 7.17999E+00,TRUE,0, 1.82069E+03, 3.71154E+00, 1.44354E+00, 3.01938E+00, 1.00682E-01, 7.29850E-02, 1.86488E-01, 1.58259E-02, 8.69264E-01, 1.44354E+03,-9.61026E-01, 3.86329E+00, 2.28754E-01,-3.95508E-02, 1.32306E-02,-2.38566E-03, 1.44356E+03,-9.58214E-01, 3.84819E+00, 2.32075E-01, 3.37381E+00,-3.87940E+00, 1.55797E+01, 9.39572E-01, 1.19504E+02, 2.59130E+01, 1.52354E+02, 6.64250E+01, 5.63078E-01, 2.62464E+00, 9.65870E+01, 2.99009E+01, 2.68372E-03,-1.57123E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 361, 7.19999E+00,TRUE,0, 0.00000E+00, 3.71128E+00, 1.44352E+00, 3.01915E+00, 0.00000E+00, 0.00000E+00, 1.86493E-01, 0.00000E+00, 8.69308E-01, 1.44352E+03,-9.60959E-01, 3.87834E+00, 2.25448E-01,-1.62354E-02, 1.31400E-02,-2.38670E-03, 1.44354E+03,-9.61026E-01, 3.86329E+00, 2.28754E-01, 3.37375E+00,-3.89071E+00, 1.56405E+01, 9.26108E-01, 1.23140E+02, 2.67354E+01, 1.55035E+02, 6.70309E+01, 5.63051E-01, 2.62457E+00, 9.67235E+01, 2.99002E+01, 2.69414E-03,-1.54835E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 362, 7.21999E+00,TRUE,0, 0.00000E+00, 3.71117E+00, 1.44350E+00, 3.01907E+00, 0.00000E+00, 0.00000E+00, 1.86490E-01, 0.00000E+00, 8.69311E-01, 1.44350E+03,-9.60886E-01, 3.89336E+00, 2.22158E-01, 3.05176E-03, 1.30649E-02,-2.38849E-03, 1.44352E+03,-9.60959E-01, 3.87834E+00, 2.25448E-01, 3.37362E+00,-3.89029E+00, 1.57009E+01, 9.12692E-01, 1.26845E+02, 2.75532E+01, 1.57740E+02, 6.76274E+01, 5.63028E-01, 2.62451E+00, 9.68546E+01, 2.98997E+01, 2.70453E-03,-1.52556E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 363, 7.23999E+00,TRUE,0, 0.00000E+00, 3.71107E+00, 1.44348E+00, 3.01900E+00, 0.00000E+00, 0.00000E+00, 1.86488E-01, 0.00000E+00, 8.69317E-01, 1.44348E+03,-9.60808E-01, 3.90833E+00, 2.18882E-01, 2.23389E-02, 1.29936E-02,-2.39123E-03, 1.44350E+03,-9.60886E-01, 3.89336E+00, 2.22158E-01, 3.37355E+00,-3.88992E+00, 1.57613E+01, 8.99354E-01, 1.30622E+02, 2.83665E+01, 1.60468E+02, 6.82144E+01, 5.63008E-01, 2.62447E+00, 9.69804E+01, 2.98992E+01, 2.71490E-03,-1.50288E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 364, 7.25999E+00,TRUE,0, 2.16660E+03, 3.71098E+00, 1.44346E+00, 3.01893E+00, 8.55981E-02, 6.20649E-02, 1.86487E-01, 1.34658E-02, 8.69323E-01, 1.44346E+03,-9.58142E-01, 3.92326E+00, 2.15620E-01, 4.16260E-02, 1.29251E-02,-2.39441E-03, 1.44348E+03,-9.60808E-01, 3.90833E+00, 2.18882E-01, 3.37349E+00,-3.88953E+00, 1.58216E+01, 8.86075E-01, 1.22960E+02, 2.66777E+01, 1.54874E+02, 6.69814E+01, 5.62992E-01, 2.62443E+00, 9.67083E+01, 2.98987E+01, 2.72525E-03,-1.48028E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 365, 7.27999E+00,TRUE,0, 0.00000E+00, 3.71079E+00, 1.44344E+00, 3.01876E+00, 0.00000E+00, 0.00000E+00, 1.86491E-01, 0.00000E+00, 8.69354E-01, 1.44344E+03,-9.58044E-01, 3.93817E+00, 2.12372E-01, 5.72510E-02, 1.29569E-02,-2.39711E-03, 1.44346E+03,-9.58142E-01, 3.92326E+00, 2.15620E-01, 3.37342E+00,-3.87866E+00, 1.58818E+01, 8.72853E-01, 1.26661E+02, 2.74957E+01, 1.57577E+02, 6.75786E+01, 5.62973E-01, 2.62437E+00, 9.68400E+01, 2.98983E+01, 2.73562E-03,-1.45778E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 366, 7.29999E+00,TRUE,0, 0.00000E+00, 3.71070E+00, 1.44342E+00, 3.01869E+00, 0.00000E+00, 0.00000E+00, 1.86490E-01, 0.00000E+00, 8.69359E-01, 1.44342E+03,-9.57941E-01, 3.95306E+00, 2.09138E-01, 7.64160E-02, 1.29616E-02,-2.40012E-03, 1.44344E+03,-9.58044E-01, 3.93817E+00, 2.12372E-01, 3.37341E+00,-3.87824E+00, 1.59421E+01, 8.59702E-01, 1.30433E+02, 2.83091E+01, 1.60304E+02, 6.81664E+01, 5.62957E-01, 2.62433E+00, 9.69664E+01, 2.98978E+01, 2.74597E-03,-1.43538E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 367, 7.31999E+00,TRUE,0, 1.96495E+03, 3.71062E+00, 1.44340E+00, 3.01862E+00, 9.42705E-02, 6.83358E-02, 1.86490E-01, 1.48186E-02, 8.69365E-01, 1.44341E+03,-9.51301E-01, 3.96790E+00, 2.05917E-01, 9.55811E-02, 1.28675E-02,-2.40257E-03, 1.44342E+03,-9.57941E-01, 3.95306E+00, 2.09138E-01, 3.37334E+00,-3.87775E+00, 1.60020E+01, 8.46592E-01, 1.21618E+02, 2.63728E+01, 1.53878E+02, 6.67550E+01, 5.62943E-01, 2.62428E+00, 9.66562E+01, 2.98974E+01, 2.75624E-03,-1.41306E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 368, 7.33999E+00,TRUE,0, 0.00000E+00, 3.71045E+00, 1.44339E+00, 3.01847E+00, 0.00000E+00, 0.00000E+00, 1.86494E-01, 0.00000E+00, 8.69390E-01, 1.44339E+03,-9.51161E-01, 3.98271E+00, 2.02709E-01, 1.05713E-01, 1.28920E-02,-2.40299E-03, 1.44341E+03,-9.51301E-01, 3.96790E+00, 2.05917E-01, 3.37327E+00,-3.85080E+00, 1.60618E+01, 8.33536E-01, 1.25294E+02, 2.71925E+01, 1.56572E+02, 6.73557E+01, 5.62927E-01, 2.62423E+00, 9.67900E+01, 2.98970E+01, 2.76653E-03,-1.39085E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 369, 7.35999E+00,TRUE,0, 0.00000E+00, 3.71036E+00, 1.44338E+00, 3.01841E+00, 0.00000E+00, 0.00000E+00, 1.86493E-01, 0.00000E+00, 8.69395E-01, 1.44338E+03,-9.51017E-01, 3.99749E+00, 1.99514E-01, 1.24756E-01, 1.28753E-02,-2.40405E-03, 1.44339E+03,-9.51161E-01, 3.98271E+00, 2.02709E-01, 3.37334E+00,-3.85031E+00, 1.61220E+01, 8.20566E-01, 1.29040E+02, 2.80076E+01, 1.59290E+02, 6.79469E+01, 5.62912E-01, 2.62419E+00, 9.69184E+01, 2.98967E+01, 2.77680E-03,-1.36872E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 370, 7.37999E+00,TRUE,0, 1.82043E+03, 3.71028E+00, 1.44336E+00, 3.01834E+00, 1.00670E-01, 7.29807E-02, 1.86493E-01, 1.58303E-02, 8.69401E-01, 1.44337E+03,-9.40375E-01, 4.01224E+00, 1.96331E-01, 1.43799E-01, 1.28508E-02,-2.40409E-03, 1.44338E+03,-9.51017E-01, 3.99749E+00, 1.99514E-01, 3.37327E+00,-3.84965E+00, 1.61816E+01, 8.07617E-01, 1.19482E+02, 2.59169E+01, 1.52335E+02, 6.64256E+01, 5.62899E-01, 2.62414E+00, 9.65854E+01, 2.98964E+01, 2.78705E-03,-1.34669E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 371, 7.39999E+00,TRUE,0, 0.00000E+00, 3.71014E+00, 1.44335E+00, 3.01821E+00, 0.00000E+00, 0.00000E+00, 1.86496E-01, 0.00000E+00, 8.69421E-01, 1.44335E+03,-9.40179E-01, 4.02695E+00, 1.93162E-01, 1.48315E-01, 1.27730E-02,-2.40114E-03, 1.44337E+03,-9.40375E-01, 4.01224E+00, 1.96331E-01, 3.37321E+00,-3.80650E+00, 1.62410E+01, 7.94720E-01, 1.23117E+02, 2.67392E+01, 1.55016E+02, 6.70316E+01, 5.62884E-01, 2.62410E+00, 9.67220E+01, 2.98960E+01, 2.79720E-03,-1.32476E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 372, 7.41999E+00,TRUE,0, 0.00000E+00, 3.71005E+00, 1.44333E+00, 3.01814E+00, 0.00000E+00, 0.00000E+00, 1.86496E-01, 0.00000E+00, 8.69427E-01, 1.44333E+03,-9.39980E-01, 4.04163E+00, 1.90022E-01, 1.67236E-01, 1.27449E-02,-2.31296E-03, 1.44335E+03,-9.40179E-01, 4.02695E+00, 1.93162E-01, 3.37335E+00,-3.80587E+00, 1.63012E+01, 7.81925E-01, 1.26823E+02, 2.75570E+01, 1.57721E+02, 6.76280E+01, 5.62871E-01, 2.62406E+00, 9.68531E+01, 2.98958E+01, 2.80739E-03,-1.30351E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 373, 7.43999E+00,TRUE,0, 0.00000E+00, 3.70997E+00, 1.44331E+00, 3.01808E+00, 0.00000E+00, 0.00000E+00, 1.86496E-01, 0.00000E+00, 8.69433E-01, 1.44331E+03,-9.39778E-01, 4.05626E+00, 1.86908E-01, 1.86035E-01, 1.26247E-02,-2.24172E-03, 1.44333E+03,-9.39980E-01, 4.04163E+00, 1.90022E-01, 3.37329E+00,-3.80499E+00, 1.63603E+01, 7.69197E-01, 1.30599E+02, 2.83701E+01, 1.60450E+02, 6.82150E+01, 5.62859E-01, 2.62402E+00, 9.69790E+01, 2.98955E+01, 2.81749E-03,-1.28236E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 374, 7.45999E+00,TRUE,0, 2.16634E+03, 3.70989E+00, 1.44330E+00, 3.01801E+00, 8.55882E-02, 6.20618E-02, 1.86496E-01, 1.34691E-02, 8.69440E-01, 1.44331E+03,-9.26861E-01, 4.07084E+00, 1.83819E-01, 2.04834E-01, 1.25179E-02,-2.18520E-03, 1.44331E+03,-9.39778E-01, 4.05626E+00, 1.86908E-01, 3.37322E+00,-3.80409E+00, 1.64192E+01, 7.56578E-01, 1.22940E+02, 2.66812E+01, 1.54858E+02, 6.69818E+01, 5.62847E-01, 2.62398E+00, 9.67068E+01, 2.98953E+01, 2.82757E-03,-1.26129E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 375, 7.47999E+00,TRUE,0, 0.00000E+00, 3.70980E+00, 1.44329E+00, 3.01793E+00, 0.00000E+00, 0.00000E+00, 1.86497E-01, 0.00000E+00, 8.69452E-01, 1.44329E+03,-9.26599E-01, 4.08539E+00, 1.80754E-01, 2.05933E-01, 1.25599E-02,-2.13917E-03, 1.44331E+03,-9.26861E-01, 4.07084E+00, 1.83819E-01, 3.37316E+00,-3.75174E+00, 1.64779E+01, 7.44062E-01, 1.26641E+02, 2.74992E+01, 1.57561E+02, 6.75789E+01, 5.62836E-01, 2.62395E+00, 9.68385E+01, 2.98951E+01, 2.83768E-03,-1.24032E-04, 0.00000E+00, 0.00000E+00, 0.00000E+00,
