Frames,ThreadId,igToMmMsg_Send,Time,SensorId,RequestId,X,Y,Z,Roll,Pitch,Yaw,X Vel,Y Vel,Z Vel,RollVel,PitchVel,YawVel
3419,140379497298944,false,1788553253.098,2,15111,-1243.60,195.37,-332.39,43.60,5.52,2.50,0.00,0.00,0.00,180.00,180.00,180.00
3420,140379497298944,true,1788553253.113727,2,15111,35.27,-116.64,15000.00,0.00,-5.62,-43.60,0.0,0.0,0.0,0.0,0.0,0.0
3420,140379497298944,false,1788553253.115,2,15111,-1241.51,198.65,-332.64,44.39,5.56,2.53,0.00,0.00,0.00,180.00,180.00,180.00
3421,140379497298944,true,1788553253.130360,2,15111,35.27,-116.64,15000.00,0.00,-5.70,-44.39,0.0,0.0,0.0,0.0,0.0,0.0
3421,140379497298944,false,1788553253.131,2,15113,-1236.91,206.55,-332.94,46.22,5.56,2.63,0.00,0.00,0.00,180.00,180.00,180.00
3422,140379497298944,true,1788553253.147053,2,15113,35.27,-116.64,15000.00,0.00,-5.84,-46.22,0.0,0.0,0.0,0.0,0.0,0.0
3422,140379497298944,false,1788553253.148,2,15113,-1234.92,209.89,-332.95,46.94,5.55,2.69,0.00,0.00,0.00,180.00,180.00,180.00
3423,140379497298944,true,1788553253.163750,2,15113,35.27,-116.64,15000.00,0.00,-5.89,-46.94,0.0,0.0,0.0,0.0,0.0,0.0
3423,140379497298944,false,1788553253.165,2,15115,-1232.47,215.23,-332.83,48.13,5.46,2.71,0.00,0.00,0.00,180.00,180.00,180.00
3424,140379497298944,true,1788553253.180401,2,15115,35.27,-116.64,15000.00,0.00,-5.88,-48.13,0.0,0.0,0.0,0.0,0.0,0.0
3424,140379497298944,false,1788553253.181,2,15115,-1231.08,218.00,-332.77,48.74,5.40,2.73,0.00,0.00,0.00,180.00,180.00,180.00
3425,140379497298944,true,1788553253.196981,2,15115,35.27,-116.64,15000.00,0.00,-5.86,-48.74,0.0,0.0,0.0,0.0,0.0,0.0
3425,140379497298944,false,1788553253.198,2,15117,-1228.61,223.16,-333.29,49.88,5.35,2.77,0.00,0.00,0.00,180.00,180.00,180.00
3426,140379497298944,true,1788553253.213836,2,15117,35.27,-116.64,15000.00,0.00,-5.87,-49.88,0.0,0.0,0.0,0.0,0.0,0.0
3426,140379497298944,false,1788553253.215,2,15117,-1227.54,225.22,-333.70,50.36,5.34,2.77,0.00,0.00,0.00,180.00,180.00,180.00
3427,140379497298944,true,1788553253.230510,2,15117,35.27,-116.64,15000.00,0.00,-5.88,-50.36,0.0,0.0,0.0,0.0,0.0,0.0
3427,140379497298944,false,1788553253.231,2,15119,-1225.92,229.66,-334.88,51.38,5.42,2.82,0.00,0.00,0.00,180.00,180.00,180.00
3428,140379497298944,true,1788553253.247166,2,15119,35.27,-116.64,15000.00,0.00,-6.00,-51.38,0.0,0.0,0.0,0.0,0.0,0.0
3428,140379497298944,false,1788553253.248,2,15119,-1225.10,231.63,-335.09,51.82,5.46,2.86,0.00,0.00,0.00,180.00,180.00,180.00
3429,140379497298944,true,1788553253.263956,2,15119,35.27,-116.64,15000.00,0.00,-6.06,-51.82,0.0,0.0,0.0,0.0,0.0,0.0
3429,140379497298944,false,1788553253.265,2,15121,-1223.74,236.06,-336.44,52.73,5.57,2.87,0.00,0.00,0.00,180.00,180.00,180.00
3430,140379497298944,true,1788553253.280471,2,15121,35.27,-116.64,15000.00,0.00,-6.17,-52.73,0.0,0.0,0.0,0.0,0.0,0.0
3430,140379497298944,false,1788553253.281,2,15121,-1222.83,237.79,-336.86,53.14,5.64,2.90,0.00,0.00,0.00,180.00,180.00,180.00
3431,140379497298944,true,1788553253.296989,2,15121,35.27,-116.64,15000.00,0.00,-6.26,-53.14,0.0,0.0,0.0,0.0,0.0,0.0
3432,140379497298944,true,1788553253.313825,2,15121,35.27,-116.64,15000.00,0.00,-6.26,-53.14,0.0,0.0,0.0,0.0,0.0,0.0
3432,140379497298944,false,1788553253.315,2,15123,-1219.06,245.23,-338.94,54.69,6.01,2.85,0.00,0.00,0.00,180.00,180.00,180.00
3433,140379497298944,true,1788553253.330365,2,15123,35.27,-116.64,15000.00,0.00,-6.55,-54.69,0.0,0.0,0.0,0.0,0.0,0.0
3434,140379497298944,true,1788553253.347055,2,15123,35.27,-116.64,15000.00,0.00,-6.55,-54.69,0.0,0.0,0.0,0.0,0.0,0.0
3434,140379497298944,false,1788553253.348,2,15124,-1212.09,255.13,-339.27,56.99,6.50,2.67,0.00,0.00,0.00,180.00,180.00,180.00
3435,140379497298944,true,1788553253.363717,2,15124,35.27,-116.64,15000.00,0.00,-6.91,-56.99,0.0,0.0,0.0,0.0,0.0,0.0
3435,140379497298944,false,1788553253.365,2,15125,-1207.46,260.59,-339.70,58.33,6.69,2.54,0.00,0.00,0.00,180.00,180.00,180.00
3436,140379497298944,true,1788553253.380384,2,15125,35.27,-116.64,15000.00,0.00,-7.02,-58.33,0.0,0.0,0.0,0.0,0.0,0.0
3436,140379497298944,false,1788553253.381,2,15125,-1204.56,263.04,-339.73,58.99,6.80,2.46,0.00,0.00,0.00,180.00,180.00,180.00
3437,140379497298944,true,1788553253.396969,2,15125,35.27,-116.64,15000.00,0.00,-7.09,-58.99,0.0,0.0,0.0,0.0,0.0,0.0
3437,140379497298944,false,1788553253.398,2,15127,-1199.78,267.79,-339.68,60.27,7.02,2.35,0.00,0.00,0.00,180.00,180.00,180.00
3438,140379497298944,true,1788553253.413851,2,15127,35.27,-116.64,15000.00,0.00,-7.26,-60.27,0.0,0.0,0.0,0.0,0.0,0.0
3438,140379497298944,false,1788553253.415,2,15127,-1196.82,270.05,-339.52,60.99,7.13,2.31,0.00,0.00,0.00,180.00,180.00,180.00
3439,140379497298944,true,1788553253.430497,2,15127,35.27,-116.64,15000.00,0.00,-7.35,-60.99,0.0,0.0,0.0,0.0,0.0,0.0
3439,140379497298944,false,1788553253.431,2,15129,-1191.90,274.26,-339.80,62.10,7.29,2.31,0.00,0.00,0.00,180.00,180.00,180.00
3440,140379497298944,true,1788553253.447165,2,15129,35.27,-116.64,15000.00,0.00,-7.52,-62.10,0.0,0.0,0.0,0.0,0.0,0.0
3440,140379497298944,false,1788553253.448,2,15129,-1189.75,275.80,-339.50,62.54,7.34,2.33,0.00,0.00,0.00,180.00,180.00,180.00
3441,140379497298944,true,1788553253.463875,2,15129,35.27,-116.64,15000.00,0.00,-7.58,-62.54,0.0,0.0,0.0,0.0,0.0,0.0
3441,140379497298944,false,1788553253.465,2,15131,-1187.05,278.37,-338.86,63.05,7.39,2.30,0.00,0.00,0.00,180.00,180.00,180.00
3442,140379497298944,true,1788553253.480653,2,15131,35.27,-116.64,15000.00,0.00,-7.63,-63.05,0.0,0.0,0.0,0.0,0.0,0.0
3442,140379497298944,false,1788553253.482,2,15131,-1184.82,280.29,-337.87,63.43,7.41,2.24,0.00,0.00,0.00,180.00,180.00,180.00
3443,140379497298944,true,1788553253.496989,2,15131,35.27,-116.64,15000.00,0.00,-7.63,-63.43,0.0,0.0,0.0,0.0,0.0,0.0
3444,140379497298944,true,1788553253.513835,2,15131,35.27,-116.64,15000.00,0.00,-7.63,-63.43,0.0,0.0,0.0,0.0,0.0,0.0
3444,140379497298944,false,1788553253.515,2,15133,-1178.89,284.99,-335.01,64.43,7.40,1.68,0.00,0.00,0.00,180.00,180.00,180.00
3445,140379497298944,true,1788553253.530571,2,15133,35.27,-116.64,15000.00,0.00,-7.40,-64.43,0.0,0.0,0.0,0.0,0.0,0.0
3445,140379497298944,false,1788553253.531,2,15134,-1174.45,287.76,-334.12,64.83,7.69,1.21,0.00,0.00,0.00,180.00,180.00,180.00
3446,140379497298944,true,1788553253.547183,2,15134,35.27,-116.64,15000.00,0.00,-7.47,-64.83,0.0,0.0,0.0,0.0,0.0,0.0
3446,140379497298944,false,1788553253.548,2,15134,-1172.18,288.83,-333.88,65.02,7.78,1.06,0.00,0.00,0.00,180.00,180.00,180.00
3447,140379497298944,true,1788553253.563843,2,15134,35.27,-116.64,15000.00,0.00,-7.50,-65.02,0.0,0.0,0.0,0.0,0.0,0.0
3447,140379497298944,false,1788553253.565,2,15136,-1167.55,292.01,-333.73,65.41,8.03,0.65,0.00,0.00,0.00,180.00,180.00,180.00
3448,140379497298944,true,1788553253.580560,2,15136,35.27,-116.64,15000.00,0.00,-7.57,-65.41,0.0,0.0,0.0,0.0,0.0,0.0
3448,140379497298944,false,1788553253.581,2,15136,-1164.93,293.59,-333.75,65.60,8.23,0.32,0.00,0.00,0.00,180.00,180.00,180.00
3449,140379497298944,true,1788553253.597164,2,15136,35.27,-116.64,15000.00,0.00,-7.63,-65.60,0.0,0.0,0.0,0.0,0.0,0.0
3449,140379497298944,false,1788553253.598,2,15138,-1159.68,296.81,-334.59,65.71,8.92,-0.34,0.00,0.00,0.00,180.00,180.00,180.00
3450,140379497298944,true,1788553253.613884,2,15138,35.27,-116.64,15000.00,0.00,-7.99,-65.71,0.0,0.0,0.0,0.0,0.0,0.0
3450,140379497298944,false,1788553253.615,2,15138,-1156.77,297.77,-335.54,65.54,9.38,-0.65,0.00,0.00,0.00,180.00,180.00,180.00
3451,140379497298944,true,1788553253.630507,2,15138,35.27,-116.64,15000.00,0.00,-8.27,-65.54,0.0,0.0,0.0,0.0,0.0,0.0
3451,140379497298944,false,1788553253.631,2,15140,-1151.82,299.67,-336.93,65.26,10.17,-0.95,0.00,0.00,0.00,180.00,180.00,180.00
3452,140379497298944,true,1788553253.647178,2,15140,35.27,-116.64,15000.00,0.00,-8.84,-65.26,0.0,0.0,0.0,0.0,0.0,0.0
3452,140379497298944,false,1788553253.648,2,15140,-1149.19,300.46,-337.46,65.10,10.57,-1.10,0.00,0.00,0.00,180.00,180.00,180.00
3453,140379497298944,true,1788553253.663872,2,15140,35.27,-116.64,15000.00,0.00,-9.12,-65.10,0.0,0.0,0.0,0.0,0.0,0.0
3453,140379497298944,false,1788553253.665,2,15142,-1144.06,302.91,-338.12,64.78,11.08,-1.66,0.00,0.00,0.00,180.00,180.00,180.00
3454,140379497298944,true,1788553253.680575,2,15142,35.27,-116.64,15000.00,0.00,-9.31,-64.78,0.0,0.0,0.0,0.0,0.0,0.0
3454,140379497298944,false,1788553253.681,2,15142,-1141.47,304.03,-337.99,64.58,11.27,-2.08,0.00,0.00,0.00,180.00,180.00,180.00
3455,140379497298944,true,1788553253.696980,2,15142,35.27,-116.64,15000.00,0.00,-9.28,-64.58,0.0,0.0,0.0,0.0,0.0,0.0
3456,140379497298944,true,1788553253.713702,2,15142,35.27,-116.64,15000.00,0.00,-9.28,-64.58,0.0,0.0,0.0,0.0,0.0,0.0
3456,140379497298944,false,1788553253.715,2,15144,-1132.65,308.46,-336.52,63.80,12.10,-3.58,0.00,0.00,0.00,180.00,180.00,180.00
3457,140379497298944,true,1788553253.730407,2,15144,35.27,-116.64,15000.00,0.00,-9.28,-63.80,0.0,0.0,0.0,0.0,0.0,0.0
3457,140379497298944,false,1788553253.731,2,15145,-1123.79,312.31,-335.15,63.64,12.77,-4.32,0.00,0.00,0.00,180.00,180.00,180.00
3458,140379497298944,true,1788553253.747074,2,15145,35.27,-116.64,15000.00,0.00,-9.52,-63.64,0.0,0.0,0.0,0.0,0.0,0.0
3458,140379497298944,false,1788553253.748,2,15145,-1119.34,314.20,-334.03,63.67,12.88,-4.63,0.00,0.00,0.00,180.00,180.00,180.00
3459,140379497298944,true,1788553253.763705,2,15145,35.27,-116.64,15000.00,0.00,-9.49,-63.67,0.0,0.0,0.0,0.0,0.0,0.0
3459,140379497298944,false,1788553253.765,2,15147,-1110.66,318.20,-332.36,63.60,13.43,-5.20,0.00,0.00,0.00,180.00,180.00,180.00
3460,140379497298944,true,1788553253.780306,2,15147,35.27,-116.64,15000.00,0.00,-9.72,-63.60,0.0,0.0,0.0,0.0,0.0,0.0
3460,140379497298944,false,1788553253.781,2,15147,-1107.15,319.85,-332.15,63.54,13.53,-5.43,0.00,0.00,0.00,180.00,180.00,180.00
3461,140379497298944,true,1788553253.797052,2,15147,35.27,-116.64,15000.00,0.00,-9.69,-63.54,0.0,0.0,0.0,0.0,0.0,0.0
3461,140379497298944,false,1788553253.798,2,15149,-1100.17,323.83,-332.62,63.37,14.01,-5.93,0.00,0.00,0.00,180.00,180.00,180.00
3462,140379497298944,true,1788553253.813727,2,15149,35.27,-116.64,15000.00,0.00,-9.86,-63.37,0.0,0.0,0.0,0.0,0.0,0.0
3462,140379497298944,false,1788553253.815,2,15149,-1097.10,325.45,-333.03,63.33,14.20,-6.18,0.00,0.00,0.00,180.00,180.00,180.00
3463,140379497298944,true,1788553253.830411,2,15149,35.27,-116.64,15000.00,0.00,-9.92,-63.33,0.0,0.0,0.0,0.0,0.0,0.0
3463,140379497298944,false,1788553253.831,2,15151,-1090.07,328.98,-334.29,63.47,14.65,-6.79,0.00,0.00,0.00,180.00,180.00,180.00
3464,140379497298944,true,1788553253.847035,2,15151,35.27,-116.64,15000.00,0.00,-10.08,-63.47,0.0,0.0,0.0,0.0,0.0,0.0
3464,140379497298944,false,1788553253.848,2,15151,-1086.45,330.81,-334.82,63.54,15.15,-6.94,0.00,0.00,0.00,180.00,180.00,180.00
3465,140379497298944,true,1788553253.863766,2,15151,35.27,-116.64,15000.00,0.00,-10.47,-63.54,0.0,0.0,0.0,0.0,0.0,0.0
3465,140379497298944,false,1788553253.865,2,15153,-1079.78,335.06,-335.32,63.77,15.66,-7.33,0.00,0.00,0.00,180.00,180.00,180.00
3466,140379497298944,true,1788553253.880386,2,15153,35.27,-116.64,15000.00,0.00,-10.81,-63.77,0.0,0.0,0.0,0.0,0.0,0.0
3466,140379497298944,false,1788553253.881,2,15153,-1077.42,337.06,-335.73,63.84,15.76,-7.58,0.00,0.00,0.00,180.00,180.00,180.00
3467,140379497298944,true,1788553253.897049,2,15153,35.27,-116.64,15000.00,0.00,-10.80,-63.84,0.0,0.0,0.0,0.0,0.0,0.0
3467,140379497298944,false,1788553253.898,2,15155,-1073.86,340.46,-336.44,63.65,16.25,-8.12,0.00,0.00,0.00,180.00,180.00,180.00
3468,140379497298944,true,1788553253.913716,2,15155,35.27,-116.64,15000.00,0.00,-10.96,-63.65,0.0,0.0,0.0,0.0,0.0,0.0
3468,140379497298944,false,1788553253.915,2,15155,-1072.58,342.18,-336.94,63.27,16.57,-8.38,0.00,0.00,0.00,180.00,180.00,180.00
3469,140379497298944,true,1788553253.930354,2,15155,35.27,-116.64,15000.00,0.00,-11.03,-63.27,0.0,0.0,0.0,0.0,0.0,0.0
3469,140379497298944,false,1788553253.931,2,15157,-1070.22,344.33,-338.44,62.28,17.55,-8.37,0.00,0.00,0.00,180.00,180.00,180.00
3470,140379497298944,true,1788553253.947077,2,15157,35.27,-116.64,15000.00,0.00,-11.65,-62.28,0.0,0.0,0.0,0.0,0.0,0.0
3470,140379497298944,false,1788553253.948,2,15157,-1068.83,345.35,-339.80,61.89,17.82,-8.35,0.00,0.00,0.00,180.00,180.00,180.00
3471,140379497298944,true,1788553253.963670,2,15157,35.27,-116.64,15000.00,0.00,-11.78,-61.89,0.0,0.0,0.0,0.0,0.0,0.0
3471,140379497298944,false,1788553253.965,2,15159,-1065.32,347.49,-342.56,61.47,18.51,-8.36,0.00,0.00,0.00,180.00,180.00,180.00
3472,140379497298944,true,1788553253.980345,2,15159,35.27,-116.64,15000.00,0.00,-12.27,-61.47,0.0,0.0,0.0,0.0,0.0,0.0
3472,140379497298944,false,1788553253.981,2,15159,-1063.71,348.60,-343.96,61.36,18.93,-8.45,0.00,0.00,0.00,180.00,180.00,180.00
3473,140379497298944,true,1788553253.996979,2,15159,35.27,-116.64,15000.00,0.00,-12.57,-61.36,0.0,0.0,0.0,0.0,0.0,0.0
3473,140379497298944,false,1788553253.998,2,15161,-1061.72,350.90,-345.96,60.82,19.73,-8.67,0.00,0.00,0.00,180.00,180.00,180.00
3474,140379497298944,true,1788553254.013710,2,15161,35.27,-116.64,15000.00,0.00,-13.00,-60.82,0.0,0.0,0.0,0.0,0.0,0.0
3474,140379497298944,false,1788553254.015,2,15161,-1061.12,351.76,-347.39,60.45,20.18,-8.74,0.00,0.00,0.00,180.00,180.00,180.00
3475,140379497298944,true,1788553254.030391,2,15161,35.27,-116.64,15000.00,0.00,-13.24,-60.45,0.0,0.0,0.0,0.0,0.0,0.0
3475,140379497298944,false,1788553254.031,2,15163,-1059.05,354.16,-350.09,59.81,21.07,-8.78,0.00,0.00,0.00,180.00,180.00,180.00
3476,140379497298944,true,1788553254.047044,2,15163,35.27,-116.64,15000.00,0.00,-13.80,-59.81,0.0,0.0,0.0,0.0,0.0,0.0
3476,140379497298944,false,1788553254.048,2,15163,-1057.61,355.66,-351.85,59.53,21.45,-8.82,0.00,0.00,0.00,180.00,180.00,180.00
3477,140379497298944,true,1788553254.063726,2,15163,35.27,-116.64,15000.00,0.00,-14.01,-59.53,0.0,0.0,0.0,0.0,0.0,0.0
3477,140379497298944,false,1788553254.065,2,15165,-1053.77,358.83,-355.89,58.96,22.38,-8.47,0.00,0.00,0.00,180.00,180.00,180.00
3478,140379497298944,true,1788553254.080363,2,15165,35.27,-116.64,15000.00,0.00,-14.80,-58.96,0.0,0.0,0.0,0.0,0.0,0.0
3478,140379497298944,false,1788553254.081,2,15165,-1051.96,360.13,-358.15,58.75,22.78,-8.35,0.00,0.00,0.00,180.00,180.00,180.00
3479,140379497298944,true,1788553254.097034,2,15165,35.27,-116.64,15000.00,0.00,-15.14,-58.75,0.0,0.0,0.0,0.0,0.0,0.0
3479,140379497298944,false,1788553254.098,2,15167,-1047.57,363.27,-362.90,58.60,23.71,-8.44,0.00,0.00,0.00,180.00,180.00,180.00
3480,140379497298944,true,1788553254.113682,2,15167,35.27,-116.64,15000.00,0.00,-15.83,-58.60,0.0,0.0,0.0,0.0,0.0,0.0
3480,140379497298944,false,1788553254.115,2,15167,-1045.62,364.82,-364.80,58.57,24.23,-8.57,0.00,0.00,0.00,180.00,180.00,180.00
3481,140379497298944,true,1788553254.130394,2,15167,35.27,-116.64,15000.00,0.00,-16.21,-58.57,0.0,0.0,0.0,0.0,0.0,0.0
3481,140379497298944,false,1788553254.131,2,15169,-1039.80,369.70,-367.43,58.41,25.26,-8.75,0.00,0.00,0.00,180.00,180.00,180.00
3482,140379497298944,true,1788553254.147043,2,15169,35.27,-116.64,15000.00,0.00,-16.93,-58.41,0.0,0.0,0.0,0.0,0.0,0.0
3482,140379497298944,false,1788553254.148,2,15169,-1036.08,372.91,-368.56,58.36,25.74,-8.88,0.00,0.00,0.00,180.00,180.00,180.00
3483,140379497298944,true,1788553254.163628,2,15169,35.27,-116.64,15000.00,0.00,-17.26,-58.36,0.0,0.0,0.0,0.0,0.0,0.0
3483,140379497298944,false,1788553254.165,2,15171,-1029.00,379.07,-369.41,58.35,26.16,-8.77,0.00,0.00,0.00,180.00,180.00,180.00
3484,140379497298944,true,1788553254.180341,2,15171,35.27,-116.64,15000.00,0.00,-17.67,-58.35,0.0,0.0,0.0,0.0,0.0,0.0
3484,140379497298944,false,1788553254.181,2,15171,-1025.81,381.85,-369.70,58.43,26.17,-8.93,0.00,0.00,0.00,180.00,180.00,180.00
3485,140379497298944,true,1788553254.196979,2,15171,35.27,-116.64,15000.00,0.00,-17.63,-58.43,0.0,0.0,0.0,0.0,0.0,0.0
3485,140379497298944,false,1788553254.198,2,15173,-1019.45,387.46,-370.14,58.56,26.27,-9.25,0.00,0.00,0.00,180.00,180.00,180.00
3486,140379497298944,true,1788553254.213702,2,15173,35.27,-116.64,15000.00,0.00,-17.59,-58.56,0.0,0.0,0.0,0.0,0.0,0.0
3486,140379497298944,false,1788553254.215,2,15173,-1015.66,390.22,-370.46,58.67,26.35,-9.47,0.00,0.00,0.00,180.00,180.00,180.00
3487,140379497298944,true,1788553254.230393,2,15173,35.27,-116.64,15000.00,0.00,-17.58,-58.67,0.0,0.0,0.0,0.0,0.0,0.0
3487,140379497298944,false,1788553254.231,2,15175,-1005.96,397.77,-370.95,59.38,26.48,-9.93,0.00,0.00,0.00,180.00,180.00,180.00
3488,140379497298944,true,1788553254.247031,2,15175,35.27,-116.64,15000.00,0.00,-17.73,-59.38,0.0,0.0,0.0,0.0,0.0,0.0
3488,140379497298944,false,1788553254.248,2,15175,-1000.82,402.31,-370.56,59.84,26.46,-10.10,0.00,0.00,0.00,180.00,180.00,180.00
3489,140379497298944,true,1788553254.263711,2,15175,35.27,-116.64,15000.00,0.00,-17.81,-59.84,0.0,0.0,0.0,0.0,0.0,0.0
3489,140379497298944,false,1788553254.265,2,15177,-991.90,409.68,-370.48,60.46,26.33,-10.99,0.00,0.00,0.00,180.00,180.00,180.00
3490,140379497298944,true,1788553254.280369,2,15177,35.27,-116.64,15000.00,0.00,-17.49,-60.46,0.0,0.0,0.0,0.0,0.0,0.0
3490,140379497298944,false,1788553254.281,2,15177,-987.90,412.39,-371.04,60.60,26.56,-11.38,0.00,0.00,0.00,180.00,180.00,180.00
3491,140379497298944,true,1788553254.297077,2,15177,35.27,-116.64,15000.00,0.00,-17.55,-60.60,0.0,0.0,0.0,0.0,0.0,0.0
3491,140379497298944,false,1788553254.298,2,15179,-981.26,416.80,-372.43,60.72,26.96,-11.87,0.00,0.00,0.00,180.00,180.00,180.00
3492,140379497298944,true,1788553254.313751,2,15179,35.27,-116.64,15000.00,0.00,-17.72,-60.72,0.0,0.0,0.0,0.0,0.0,0.0
3492,140379497298944,false,1788553254.315,2,15179,-978.58,419.12,-372.68,60.79,27.15,-12.05,0.00,0.00,0.00,180.00,180.00,180.00
3493,140379497298944,true,1788553254.330420,2,15179,35.27,-116.64,15000.00,0.00,-17.82,-60.79,0.0,0.0,0.0,0.0,0.0,0.0
3493,140379497298944,false,1788553254.331,2,15181,-972.71,424.65,-372.80,60.74,27.40,-12.52,0.00,0.00,0.00,180.00,180.00,180.00
3494,140379497298944,true,1788553254.347068,2,15181,35.27,-116.64,15000.00,0.00,-17.78,-60.74,0.0,0.0,0.0,0.0,0.0,0.0
3494,140379497298944,false,1788553254.348,2,15181,-970.25,426.60,-373.38,60.68,27.58,-12.76,0.00,0.00,0.00,180.00,180.00,180.00
3495,140379497298944,true,1788553254.363765,2,15181,35.27,-116.64,15000.00,0.00,-17.80,-60.68,0.0,0.0,0.0,0.0,0.0,0.0
3495,140379497298944,false,1788553254.365,2,15183,-966.89,428.51,-375.02,60.46,28.04,-13.07,0.00,0.00,0.00,180.00,180.00,180.00
3496,140379497298944,true,1788553254.380394,2,15183,35.27,-116.64,15000.00,0.00,-17.95,-60.46,0.0,0.0,0.0,0.0,0.0,0.0
3496,140379497298944,false,1788553254.381,2,15183,-965.42,429.41,-375.91,60.40,28.29,-13.15,0.00,0.00,0.00,180.00,180.00,180.00
3497,140379497298944,true,1788553254.397101,2,15183,35.27,-116.64,15000.00,0.00,-18.11,-60.40,0.0,0.0,0.0,0.0,0.0,0.0
3497,140379497298944,false,1788553254.398,2,15185,-962.74,431.82,-377.17,60.31,28.80,-13.27,0.00,0.00,0.00,180.00,180.00,180.00
3498,140379497298944,true,1788553254.413780,2,15185,35.27,-116.64,15000.00,0.00,-18.44,-60.31,0.0,0.0,0.0,0.0,0.0,0.0
3498,140379497298944,false,1788553254.415,2,15185,-961.82,432.78,-377.51,60.24,28.89,-13.30,0.00,0.00,0.00,180.00,180.00,180.00
3499,140379497298944,true,1788553254.430416,2,15185,35.27,-116.64,15000.00,0.00,-18.48,-60.24,0.0,0.0,0.0,0.0,0.0,0.0
3499,140379497298944,false,1788553254.431,2,15187,-961.45,433.57,-377.59,59.96,29.10,-13.29,0.00,0.00,0.00,180.00,180.00,180.00
3500,140379497298944,true,1788553254.447047,2,15187,35.27,-116.64,15000.00,0.00,-18.53,-59.96,0.0,0.0,0.0,0.0,0.0,0.0
3500,140379497298944,false,1788553254.448,2,15187,-962.06,433.22,-377.55,59.70,29.16,-13.15,0.00,0.00,0.00,180.00,180.00,180.00
3501,140379497298944,true,1788553254.463663,2,15187,35.27,-116.64,15000.00,0.00,-18.54,-59.70,0.0,0.0,0.0,0.0,0.0,0.0
3501,140379497298944,false,1788553254.465,2,15189,-964.67,432.51,-376.39,59.19,29.04,-12.75,0.00,0.00,0.00,180.00,180.00,180.00
3502,140379497298944,true,1788553254.480481,2,15189,35.27,-116.64,15000.00,0.00,-18.42,-59.19,0.0,0.0,0.0,0.0,0.0,0.0
3502,140379497298944,false,1788553254.481,2,15189,-966.28,431.89,-375.67,59.06,28.92,-12.65,0.00,0.00,0.00,180.00,180.00,180.00
3503,140379497298944,true,1788553254.497274,2,15189,35.27,-116.64,15000.00,0.00,-18.30,-59.06,0.0,0.0,0.0,0.0,0.0,0.0
3503,140379497298944,false,1788553254.498,2,15191,-969.89,430.38,-374.58,58.93,28.81,-12.35,0.00,0.00,0.00,180.00,180.00,180.00
3504,140379497298944,true,1788553254.513860,2,15191,35.27,-116.64,15000.00,0.00,-18.31,-58.93,0.0,0.0,0.0,0.0,0.0,0.0
3504,140379497298944,false,1788553254.515,2,15191,-971.36,429.59,-374.48,58.97,28.78,-12.12,0.00,0.00,0.00,180.00,180.00,180.00
3505,140379497298944,true,1788553254.530556,2,15191,35.27,-116.64,15000.00,0.00,-18.42,-58.97,0.0,0.0,0.0,0.0,0.0,0.0
3505,140379497298944,false,1788553254.531,2,15193,-973.68,429.09,-374.40,59.29,28.49,-11.68,0.00,0.00,0.00,180.00,180.00,180.00
3506,140379497298944,true,1788553254.547181,2,15193,35.27,-116.64,15000.00,0.00,-18.53,-59.29,0.0,0.0,0.0,0.0,0.0,0.0
3506,140379497298944,false,1788553254.548,2,15193,-975.02,428.58,-374.61,59.49,28.38,-11.48,0.00,0.00,0.00,180.00,180.00,180.00
3507,140379497298944,true,1788553254.563787,2,15193,35.27,-116.64,15000.00,0.00,-18.62,-59.49,0.0,0.0,0.0,0.0,0.0,0.0
3507,140379497298944,false,1788553254.565,2,15195,-978.44,427.55,-374.59,59.75,27.96,-11.12,0.00,0.00,0.00,180.00,180.00,180.00
3508,140379497298944,true,1788553254.580508,2,15195,35.27,-116.64,15000.00,0.00,-18.55,-59.75,0.0,0.0,0.0,0.0,0.0,0.0
3508,140379497298944,false,1788553254.581,2,15195,-980.94,426.52,-374.31,59.99,27.79,-10.90,0.00,0.00,0.00,180.00,180.00,180.00
3509,140379497298944,true,1788553254.597265,2,15195,35.27,-116.64,15000.00,0.00,-18.61,-59.99,0.0,0.0,0.0,0.0,0.0,0.0
3509,140379497298944,false,1788553254.598,2,15197,-984.32,425.06,-374.23,60.19,27.49,-10.42,0.00,0.00,0.00,180.00,180.00,180.00
3510,140379497298944,true,1788553254.613857,2,15197,35.27,-116.64,15000.00,0.00,-18.67,-60.19,0.0,0.0,0.0,0.0,0.0,0.0
3510,140379497298944,false,1788553254.615,2,15197,-985.89,423.94,-374.38,60.39,27.22,-10.08,0.00,0.00,0.00,180.00,180.00,180.00
3511,140379497298944,true,1788553254.630395,2,15197,35.27,-116.64,15000.00,0.00,-18.68,-60.39,0.0,0.0,0.0,0.0,0.0,0.0
3512,140379497298944,true,1788553254.647153,2,15197,35.27,-116.64,15000.00,0.00,-18.68,-60.39,0.0,0.0,0.0,0.0,0.0,0.0
3512,140379497298944,false,1788553254.648,2,15199,-990.56,421.58,-374.46,61.05,26.43,-9.17,0.00,0.00,0.00,180.00,180.00,180.00
3513,140379497298944,true,1788553254.663841,2,15199,35.27,-116.64,15000.00,0.00,-18.69,-61.05,0.0,0.0,0.0,0.0,0.0,0.0
3513,140379497298944,false,1788553254.665,2,15200,-994.10,421.01,-372.49,61.58,25.79,-8.54,0.00,0.00,0.00,180.00,180.00,180.00
