Frames,ThreadId,igToMmMsg_Send,Time,SensorId,RequestId,X,Y,Z,Roll,Pitch,Yaw,X Vel,Y Vel,Z Vel,RollVel,PitchVel,YawVel
969,140379497298944,true,1788553212.263713,2,12969,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
969,140379497298944,false,1788553212.265,2,12969,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
970,140379497298944,true,1788553212.280512,2,12969,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
970,140379497298944,false,1788553212.281,2,12971,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
971,140379497298944,true,1788553212.297100,2,12971,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
972,140379497298944,true,1788553212.313785,2,12971,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
972,140379497298944,false,1788553212.315,2,12972,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
973,140379497298944,true,1788553212.330438,2,12972,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
973,140379497298944,false,1788553212.331,2,12972,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
974,140379497298944,true,1788553212.347081,2,12972,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
974,140379497298944,false,1788553212.348,2,12974,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
975,140379497298944,true,1788553212.363766,2,12974,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
975,140379497298944,false,1788553212.365,2,12974,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
976,140379497298944,true,1788553212.380430,2,12974,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
976,140379497298944,false,1788553212.381,2,12976,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
977,140379497298944,true,1788553212.397100,2,12976,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
977,140379497298944,false,1788553212.398,2,12976,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
978,140379497298944,true,1788553212.413730,2,12976,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
978,140379497298944,false,1788553212.415,2,12978,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
979,140379497298944,true,1788553212.430415,2,12978,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
979,140379497298944,false,1788553212.431,2,12978,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
980,140379497298944,true,1788553212.447219,2,12978,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
980,140379497298944,false,1788553212.448,2,12980,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
981,140379497298944,true,1788553212.463748,2,12980,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
981,140379497298944,false,1788553212.473,2,12980,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
982,140379497298944,true,1788553212.480516,2,12980,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
982,140379497298944,false,1788553212.481,2,12982,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
983,140379497298944,true,1788553212.497061,2,12982,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
983,140379497298944,false,1788553212.498,2,12982,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
984,140379497298944,true,1788553212.513779,2,12982,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
984,140379497298944,false,1788553212.515,2,12984,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
985,140379497298944,true,1788553212.530418,2,12984,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
985,140379497298944,false,1788553212.531,2,12984,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
986,140379497298944,true,1788553212.547261,2,12984,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
986,140379497298944,false,1788553212.548,2,12986,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
987,140379497298944,true,1788553212.563709,2,12986,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
987,140379497298944,false,1788553212.565,2,12986,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
988,140379497298944,true,1788553212.580548,2,12986,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
988,140379497298944,false,1788553212.581,2,12988,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
989,140379497298944,true,1788553212.596975,2,12988,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
990,140379497298944,true,1788553212.613828,2,12988,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
990,140379497298944,false,1788553212.615,2,12989,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
991,140379497298944,true,1788553212.630625,2,12989,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
991,140379497298944,false,1788553212.631,2,12989,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
992,140379497298944,true,1788553212.647158,2,12989,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
992,140379497298944,false,1788553212.648,2,12991,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
993,140379497298944,true,1788553212.663687,2,12991,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
994,140379497298944,true,1788553212.680518,2,12991,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
994,140379497298944,false,1788553212.681,2,12992,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
995,140379497298944,true,1788553212.697159,2,12992,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
995,140379497298944,false,1788553212.698,2,12992,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
996,140379497298944,true,1788553212.713867,2,12992,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
996,140379497298944,false,1788553212.715,2,12994,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
997,140379497298944,true,1788553212.730390,2,12994,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
998,140379497298944,true,1788553212.747172,2,12994,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
998,140379497298944,false,1788553212.748,2,12995,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
999,140379497298944,true,1788553212.763690,2,12995,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1000,140379497298944,true,1788553212.780510,2,12995,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1000,140379497298944,false,1788553212.781,2,12996,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1001,140379497298944,true,1788553212.797031,2,12996,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1002,140379497298944,true,1788553212.813820,2,12996,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1002,140379497298944,false,1788553212.815,2,12997,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1003,140379497298944,true,1788553212.830588,2,12997,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1003,140379497298944,false,1788553212.831,2,12997,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1004,140379497298944,true,1788553212.847165,2,12997,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1004,140379497298944,false,1788553212.848,2,12999,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1005,140379497298944,true,1788553212.863672,2,12999,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1006,140379497298944,true,1788553212.880530,2,12999,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1006,140379497298944,false,1788553212.881,2,13000,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1007,140379497298944,true,1788553212.896980,2,13000,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1008,140379497298944,true,1788553212.913821,2,13000,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1008,140379497298944,false,1788553212.915,2,13001,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1009,140379497298944,true,1788553212.930363,2,13001,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1010,140379497298944,true,1788553212.947169,2,13001,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1010,140379497298944,false,1788553212.948,2,13002,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1011,140379497298944,true,1788553212.963872,2,13002,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1011,140379497298944,false,1788553212.965,2,13003,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1012,140379497298944,true,1788553212.980345,2,13003,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1013,140379497298944,true,1788553212.997078,2,13003,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1013,140379497298944,false,1788553212.998,2,13004,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1014,140379497298944,true,1788553213.013824,2,13004,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1014,140379497298944,false,1788553213.015,2,13004,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1015,140379497298944,true,1788553213.030567,2,13004,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1015,140379497298944,false,1788553213.031,2,13006,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1016,140379497298944,true,1788553213.047161,2,13006,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1016,140379497298944,false,1788553213.048,2,13006,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1017,140379497298944,true,1788553213.063859,2,13006,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1017,140379497298944,false,1788553213.065,2,13008,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1018,140379497298944,true,1788553213.080527,2,13008,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1018,140379497298944,false,1788553213.081,2,13008,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1019,140379497298944,true,1788553213.097170,2,13008,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1019,140379497298944,false,1788553213.098,2,13010,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1020,140379497298944,true,1788553213.113844,2,13010,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1020,140379497298944,false,1788553213.115,2,13010,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1021,140379497298944,true,1788553213.130594,2,13010,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1021,140379497298944,false,1788553213.131,2,13012,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1022,140379497298944,true,1788553213.147183,2,13012,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1022,140379497298944,false,1788553213.148,2,13012,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1023,140379497298944,true,1788553213.163882,2,13012,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1023,140379497298944,false,1788553213.165,2,13014,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1024,140379497298944,true,1788553213.180326,2,13014,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1025,140379497298944,true,1788553213.197221,2,13014,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1025,140379497298944,false,1788553213.198,2,13015,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1026,140379497298944,true,1788553213.213832,2,13015,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1026,140379497298944,false,1788553213.215,2,13015,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1027,140379497298944,true,1788553213.230363,2,13015,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1028,140379497298944,true,1788553213.247227,2,13015,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1028,140379497298944,false,1788553213.248,2,13017,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1029,140379497298944,true,1788553213.263661,2,13017,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1030,140379497298944,true,1788553213.280346,2,13017,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1030,140379497298944,false,1788553213.281,2,13018,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1031,140379497298944,true,1788553213.297070,2,13018,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1031,140379497298944,false,1788553213.298,2,13019,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1032,140379497298944,true,1788553213.313730,2,13019,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1032,140379497298944,false,1788553213.315,2,13019,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1033,140379497298944,true,1788553213.330378,2,13019,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1033,140379497298944,false,1788553213.331,2,13021,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1034,140379497298944,true,1788553213.347097,2,13021,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1034,140379497298944,false,1788553213.348,2,13021,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1035,140379497298944,true,1788553213.363731,2,13021,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1035,140379497298944,false,1788553213.365,2,13023,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1036,140379497298944,true,1788553213.380471,2,13023,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1036,140379497298944,false,1788553213.381,2,13023,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1037,140379497298944,true,1788553213.397146,2,13023,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1037,140379497298944,false,1788553213.398,2,13025,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1038,140379497298944,true,1788553213.413838,2,13025,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1038,140379497298944,false,1788553213.415,2,13025,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1039,140379497298944,true,1788553213.430539,2,13025,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1039,140379497298944,false,1788553213.431,2,13027,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1040,140379497298944,true,1788553213.446962,2,13027,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1041,140379497298944,true,1788553213.463669,2,13027,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1041,140379497298944,false,1788553213.465,2,13028,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1042,140379497298944,true,1788553213.480326,2,13028,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1042,140379497298944,false,1788553213.481,2,13028,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1043,140379497298944,true,1788553213.497052,2,13028,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1043,140379497298944,false,1788553213.498,2,13030,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1044,140379497298944,true,1788553213.513648,2,13030,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1044,140379497298944,false,1788553213.515,2,13030,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1045,140379497298944,true,1788553213.530365,2,13030,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1045,140379497298944,false,1788553213.531,2,13032,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1046,140379497298944,true,1788553213.547068,2,13032,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1046,140379497298944,false,1788553213.548,2,13032,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1047,140379497298944,true,1788553213.563701,2,13032,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1047,140379497298944,false,1788553213.565,2,13034,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1048,140379497298944,true,1788553213.580371,2,13034,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1048,140379497298944,false,1788553213.581,2,13034,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1049,140379497298944,true,1788553213.596980,2,13034,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1049,140379497298944,false,1788553213.598,2,13036,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1050,140379497298944,true,1788553213.613719,2,13036,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1050,140379497298944,false,1788553213.615,2,13036,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1051,140379497298944,true,1788553213.630377,2,13036,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1051,140379497298944,false,1788553213.631,2,13038,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1052,140379497298944,true,1788553213.647077,2,13038,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1052,140379497298944,false,1788553213.648,2,13038,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1053,140379497298944,true,1788553213.663727,2,13038,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1053,140379497298944,false,1788553213.665,2,13040,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1054,140379497298944,true,1788553213.680367,2,13040,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1054,140379497298944,false,1788553213.681,2,13040,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1055,140379497298944,true,1788553213.696970,2,13040,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1055,140379497298944,false,1788553213.698,2,13042,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1056,140379497298944,true,1788553213.713867,2,13042,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1056,140379497298944,false,1788553213.715,2,13042,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1057,140379497298944,true,1788553213.730377,2,13042,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1058,140379497298944,true,1788553213.747065,2,13042,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1058,140379497298944,false,1788553213.748,2,13044,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1059,140379497298944,true,1788553213.763741,2,13044,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1059,140379497298944,false,1788553213.765,2,13045,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1060,140379497298944,true,1788553213.780384,2,13045,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1060,140379497298944,false,1788553213.781,2,13045,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1061,140379497298944,true,1788553213.797096,2,13045,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1061,140379497298944,false,1788553213.798,2,13047,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1062,140379497298944,true,1788553213.813768,2,13047,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1062,140379497298944,false,1788553213.815,2,13047,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1063,140379497298944,true,1788553213.830405,2,13047,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1063,140379497298944,false,1788553213.831,2,13049,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1064,140379497298944,true,1788553213.847087,2,13049,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1064,140379497298944,false,1788553213.848,2,13049,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1065,140379497298944,true,1788553213.863739,2,13049,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1065,140379497298944,false,1788553213.865,2,13051,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1066,140379497298944,true,1788553213.880335,2,13051,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1066,140379497298944,false,1788553213.881,2,13051,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1067,140379497298944,true,1788553213.897065,2,13051,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1067,140379497298944,false,1788553213.898,2,13053,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1068,140379497298944,true,1788553213.913707,2,13053,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
1068,140379497298944,false,1788553213.915,2,13053,-1115.47,-5.71,-89.82,-15.20,2.34,0.35,0.00,0.00,0.00,180.00,180.00,180.00
1069,140379497298944,true,1788553213.930445,2,13053,35.27,-116.64,15000.00,0.00,0.27,15.20,0.0,0.0,0.0,0.0,0.0,0.0
